Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth_corrected,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,Concretion,VolcanicAsh,Chemofacies_train
Public core,3988,C04,B05,35,3990.92,,3980.42,0.4,0.08,1.15,10.03,0.26,1.2,0.18,22.11,0.07,199.67,1.02,292.45,418.58,77.05,5.39,97.33,62.58,133.69,8.36,25.8,25,6,2.72,8,26.3,1169.35,,7.49,16.94,5.68,39.92,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,37,3991.08,,3980.58,0.49,0.52,1.12,9.3,0.23,1.53,0.14,21.91,0.06,190.12,1.27,111,405.63,68.37,4.76,94.47,61.91,148.9,8.53,31.12,25,6,2.5,10.84,16.54,1247.66,,10.18,12.91,5.23,35.87,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,39,3991.25,,3980.75,0.55,0.31,1.21,10.44,0.16,0.91,0.19,22.64,0.06,198.18,0.83,111,436.5,79.34,5.94,70.23,50.5,91.12,8.56,19.48,25,6,2.69,14.87,15.14,1059.77,,9.07,14,5.19,33.6,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,41,3991.42,,3980.92,0.55,0.18,1.11,7.45,0.21,0.93,0.2,24.04,0.06,173.5,0.91,111,488.86,50.97,4.84,110.12,67.95,216.81,7.04,25.17,25,6,2.97,13.64,23.43,1192.17,,8.21,22.89,5.63,56.35,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,43,3991.58,,3981.08,0.5,0.52,1.09,7.89,0.18,1.07,0.17,25.98,0.06,170.48,1.01,111,374.33,57.51,4.8,77.44,52.63,90.4,6.72,28.18,25,6,2.68,8.57,24.02,1308.05,,6.39,6.2,5.99,35.9,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,45,3991.75,,3981.25,0.66,0.04,0.65,8.43,0.16,0.62,0.14,21.11,0.04,197.37,0.7,111,342.38,55.12,6.86,72.01,47.44,86.55,7.49,19.04,25,6,2.83,12.87,22.3,1119.84,,11.03,14.87,6.16,21.53,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,49,3992.08,,3981.58,0.52,0.32,1.23,8.37,0.14,0.78,0.22,26.5,0.06,183.65,0.76,111,495.71,68.17,5.29,84.22,52.97,104.45,6.77,24.42,25,6,3.08,13.16,26.02,1236.25,,11.08,12.65,5,32.77,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,51,3992.25,,3981.75,0.49,0.4,0.93,9.25,0.19,0.84,0.16,26.12,0.05,184.52,0.83,111,460.88,56.8,7,70.66,46.33,92.25,6.54,15.88,25,6,2.41,10.48,11.72,1392.45,,8.09,5,5,29.02,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,53,3992.42,,3981.92,0.55,0.04,0.76,6.02,0.16,0.71,0.13,24.7,0.04,177.07,0.73,111,413.2,45.91,5.24,94.91,47.48,105.48,6,21.04,25,6,2.58,5,27.87,1384.08,,5,5,5,55.81,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,57,3992.75,,3982.25,0.46,0.13,0.66,7.03,0.12,0.7,0.13,26.83,0.04,198.47,0.68,111,407.14,40,5.31,113.73,65.09,142.04,8.43,29.95,25,6,3.19,14.93,25.7,1317.87,,5.97,13.29,5.85,83.42,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,71,3993.92,,3983.42,0.49,0.22,1.18,9.61,0.23,0.89,0.2,23.72,0.06,181.97,0.91,111,586.54,60.83,6.97,78.07,50.16,118.31,6,20.32,25,6,2.66,9.07,21.38,1309.06,,8.63,5,5.49,37.08,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,73,3994.08,,3983.58,0.42,0.52,0.75,9.68,0.16,0.74,0.13,26.72,0.04,219.83,0.69,111,410.55,45.89,7.22,74.11,39.76,68.25,6,16.61,25,6,2.35,7.51,15.76,1274.19,,6.26,5,5.21,32.22,Public Formation,,FALSE,1,FALSE,FALSE,3
Public core,3988,C04,B05,75,3994.25,,3983.75,0.76,0.04,0.8,8.85,0.2,0.71,0.17,18.82,0.05,163.76,0.82,111,557.4,57.6,6.34,98.71,60.11,133.3,8.78,22.99,25,6,3.01,12.85,26.67,1108.74,,5,21.22,6.24,64.33,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,77,3994.42,,3983.92,0.41,0.78,0.99,9.05,0.09,0.89,0.13,27.25,0.04,199.21,0.72,111,416.43,55.24,5.14,82.93,43.89,57.57,7.08,19.58,25,6,2.35,5,22.29,1287.66,,5.16,5,5.41,44.72,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,81,3994.75,,3984.25,0.47,0.29,1.1,8.01,0.42,0.89,0.15,25.32,0.05,186.52,0.85,111,462.84,55.12,5.28,82.4,52.39,131.39,6.82,24.69,25,6,2.49,8.4,19.16,1256.6,,9.63,24.17,7.24,40.26,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,83,3994.92,,3984.42,0.48,0.35,1.4,6.85,0.08,0.94,0.21,25.16,0.08,177.3,1.02,111,357.21,61,6.21,88.33,61.23,134.51,6.27,29.69,25,6,2.75,13.8,17.14,988.61,,12.53,51.46,6.57,43.97,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,93,3995.75,,3985.25,0.46,0.61,0.59,9.81,0.14,0.72,0.1,26.44,0.03,211.06,0.62,111,329.74,64.09,5.81,71.25,39.23,80.9,6.29,13.73,25,6,2.41,5.73,23.36,1308.34,,5,5,5,42.41,Public Formation,,FALSE,1,FALSE,FALSE,3
Public core,3988,C04,B05,97,3996.08,,3985.58,0.49,0.55,1.33,10.99,0.16,0.91,0.18,24.51,0.05,180.01,0.73,111,653.27,55.79,5.37,91.67,55.87,130.82,6.73,24.15,25,6,2.78,8.72,28.31,1180.57,,8,15.55,5.2,64.06,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,101,3996.42,,3985.92,0.38,0.65,1.11,10.23,0.1,0.9,0.18,26.15,0.05,188.65,0.82,111,695.57,52.01,6.95,104.97,56.51,145.04,6,21.13,25,6,2.55,8.79,19.17,1243.88,,5,13.3,5.66,59.02,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,103,3996.58,,3986.08,0.38,0.43,0.81,9.11,0.26,0.76,0.13,27.11,0.04,178.78,0.71,111,530.89,53.67,6.46,87.1,45.21,81.45,6,19.46,25,6,2.22,5,18.46,1373.02,,5,5,6.51,40,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,105,3996.75,,3986.25,0.41,0.52,0.91,8.19,0.2,0.9,0.15,28.49,0.04,194.45,0.83,111,549.25,40,6.72,81.64,41.81,84.79,6,17.58,25,6,2.47,5,27.23,1542.44,,5,5,5,45.73,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,107,3996.92,,3986.42,0.38,0.74,0.71,9.61,0.13,0.81,0.13,27.23,0.04,192.97,0.72,111,484.8,57.54,5.39,83.8,52.27,95.84,6,19.24,25,6,2.44,5,23.07,1326.34,,5,5,5,48.76,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,115,3997.58,,3987.08,0.42,0.9,0.91,10.02,0.23,0.89,0.14,26.94,0.04,208.38,0.8,111,500.07,64.13,5.41,91.16,51.52,127.92,6,19.75,25,6,2.37,7.73,17.45,1290.08,,5.11,5,5,53.61,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3988,C04,B05,117,3997.75,,3987.25,0.44,0.56,0.78,7.9,0.01,0.76,0.12,29.4,0.03,198.36,0.71,111,437.3,42.58,7.13,63.48,41.1,94.51,6,17.74,25,6,2.29,5,29.36,1554.92,,5,5,5,41.75,Public Formation,,FALSE,1,FALSE,FALSE,3
Public core,3988,C04,B05,119,3997.92,,3987.42,0.38,1.17,1.07,8.33,0.25,1.66,0.21,27.98,0.06,174.98,0.99,111,707.18,56.82,5.13,104.84,66.25,139.15,6.98,29.93,25,6,2.65,6.34,25.36,1353.5,,5.2,5,5,91.06,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,1,3998.08,,3987.58,0.42,0.82,1.28,10.82,0.23,1.07,0.19,24.94,0.07,193.45,0.88,111,606,66.78,4.94,105.34,62.47,144.98,6.75,25.08,25,6,2.97,13.39,26.25,1163.93,,7.15,8.52,5,63.91,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,3,3998.25,,3987.75,0.46,0.74,1.16,10.17,0.23,1.03,0.2,23.01,0.06,188.55,0.94,111,509.76,57.32,4.71,88.93,54.58,97.56,8.22,25.72,25,6,2.75,8.9,25.98,1283.11,,7.13,5,5.12,63.42,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,9,3998.75,,3988.25,0.45,0.7,0.59,10.73,0.58,0.78,0.13,25.67,0.04,195.58,0.67,111,553.56,74.66,6.54,111.5,64.24,140.57,7.11,20.48,25,6,2.42,5.64,22.69,1202.51,,5,5,5.73,89.95,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,13,3999.08,,3988.58,0.49,0.47,0.73,8.06,0.05,0.75,0.13,26.02,0.04,185.58,0.72,111,499.23,44.41,5.27,110.36,62.28,140.98,6,23.12,25,6,2.61,5,30.48,1238.84,,5,6.45,5.15,88.29,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,15,3999.25,,3988.75,0.48,0.11,0.63,7.43,0.11,0.87,0.14,26.02,0.04,187.22,0.81,111,440.19,40,5.92,93.16,50.88,110.14,6.57,26.22,25,6,2.11,5,15.9,1234.29,,5,5,5,65.43,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,17,3999.42,,3988.92,0.43,0.68,1.58,7.31,0.33,1.1,0.22,29.04,0.1,180.54,0.9,632.46,666.46,40,3.79,64.06,42.95,65.54,6,23.06,25,6,2.22,5,22.31,1570.21,,5,5,5,15.8,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,19,3999.58,,3989.08,0.46,0.44,0.88,8.67,0.16,0.97,0.14,26.76,0.04,172.91,0.87,111,534.74,49.38,4.07,118.09,61.93,130.48,6,31.9,25,6,2.53,6.78,22.88,1267.02,,5,5,6.85,80.29,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,31,4000.58,,3990.08,0.43,0.9,1.16,9.64,0.2,1.14,0.14,26.07,0.05,183.33,0.97,111,522.62,46.79,5.37,74.03,47.21,154.7,7.19,24.37,25,6,2.25,5,23.31,1391.68,,5.84,5,5,40.38,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,41,4001.42,,3990.92,0.39,1.1,1.05,7.06,0.21,1.04,0.17,28.72,0.05,203.7,0.89,111,324.64,44.02,3,116.39,59.19,144.03,7.4,31.96,25,6,3.1,19.24,18.1,1091.1,,11.73,27.95,6.14,78.16,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,43,4001.58,,3991.08,0.44,0.84,1.23,10.7,0.16,0.98,0.15,25.43,0.05,201.08,0.78,111,389.07,58.17,5.41,65.18,39.31,101.55,6.59,16.82,25,6,2.48,9.4,17.64,1347.39,,5.5,5,5,24.46,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,67,4003.58,,3993.08,0.42,0.36,0.73,6.01,0.3,0.94,0.15,27.46,0.03,164.69,0.99,111,476.99,40,4.24,122.19,64.03,153.15,9.49,32.81,25,6,2.97,6.16,34.91,1334.37,,7.19,7.67,6.22,81.27,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,89,4005.42,,3994.92,0.6,0.43,1.58,10.78,0.23,1.16,0.19,17.85,0.06,180.63,0.84,111,633.42,74.09,5.77,87.12,53.78,179.96,8.94,24.5,25,6,2.85,9.43,29.14,1099.29,,7.83,25.52,5.69,58.63,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,91,4005.58,,3995.08,0.46,0.94,1.42,9.57,0.23,1.02,0.15,24.67,0.06,196.05,0.95,111,477.6,57.97,5.15,88.66,47.57,105.75,6.85,26.08,25,6,2.48,6.93,23.27,1175.73,,5.44,17.4,6.18,78.77,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,101,4006.42,,3995.92,0.43,0.63,0.94,11.1,0.24,1.16,0.12,23.62,0.05,190.36,0.98,111,474.14,62.44,4.32,91.5,52.24,104.54,6,31.63,25,6,2.47,5,25.57,1115.46,,5,8.74,7.49,118.52,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,103,4006.58,,3996.08,0.38,0.63,0.78,10.13,0.19,0.9,0.1,26.37,0.05,203.13,0.8,111,455.61,43.3,4.86,77.35,41.62,76.6,7.2,25.58,25,6,2.31,8.11,14.88,1315.81,,8.09,5,5.36,57.11,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4008,C04,B07,13,4009.08,,3998.58,0.49,0.67,1.13,16.06,0.18,0.97,0.1,19.23,0.06,206.69,0.78,111,433.87,93.42,4.86,93.98,43.18,127.95,6.21,23.5,25,6,2.32,8.49,21.01,1024.06,,7.02,5,6.32,119.87,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4008,C04,B07,33,4010.75,,4000.25,0.41,0.7,1.18,10.59,0.17,1.37,0.14,24.32,0.05,179.79,0.86,111,576.2,57.18,4.96,98.25,55.02,196.4,6.3,25.05,25,6,2.83,12.62,22.09,1140.35,,8.83,11.95,6.14,80.03,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4008,C04,B07,81,4014.75,,4004.25,0.48,0.64,1.11,11.14,0.16,0.97,0.15,23.26,0.05,186.46,0.84,111,634.27,59.37,5.36,109.58,62.1,398.37,7.85,17.55,25,6,2.69,10.13,25.32,1061.96,,5,11.55,5.11,73.36,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4008,C04,B07,83,4014.92,,4004.42,0.49,0.29,1.27,15.01,0.19,0.95,0.17,19.7,0.05,196.37,0.71,111,789.11,85.05,6.51,107.49,47.67,192.65,7.05,14.83,25,6,2.49,14.49,11.99,925.38,,7.6,18.37,5.35,93.92,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,1,4018.08,,4007.58,0.41,0.98,1.27,11.63,0.3,1.09,0.16,23.73,0.05,199.04,0.99,111,522.05,56.32,6.54,119.2,47.69,99.51,6.27,27.72,25,6,2.59,6.46,25.96,991.9,,5,17.02,6.51,130.97,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,3,4018.25,,4007.75,0.49,0.76,1.21,9.59,0.17,0.95,0.17,25.76,0.05,182.41,0.82,111,715.58,44.06,4.77,136.52,55.04,107.71,8.04,26.17,25,6,2.82,10.89,24.96,1042.87,,5.74,18.39,7.4,132.94,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,37,4021.08,,4010.58,0.54,0.04,1.08,12.33,0.2,0.87,0.15,18.57,0.05,191.94,0.72,111,667.82,63.35,5.01,124.78,53.15,161.17,7,17.08,25,6,2.78,12.77,21.96,822.27,,8.02,28.98,5.59,105.1,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,43,4021.58,,4011.08,0.44,0.75,1.07,11.14,0.23,0.91,0.16,24.3,0.05,193.56,0.8,111,648.74,59.49,7.12,98.23,49.6,200.08,6,18.72,25,6,2.69,12.34,20.26,999.92,,5.74,10.48,6.35,79.86,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,45,4021.75,,4011.25,0.5,0.9,1.72,13.66,0.19,1.09,0.22,20.62,0.07,186.26,1,111,811.67,61.78,5.77,116.78,50.13,100.75,6.81,30.7,25,6,2.76,19.31,10,713.11,,7.29,31.93,5,118.36,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,95,4025.92,,4015.42,0.59,0.26,1.48,16.81,0.21,0.92,0.18,15.14,0.05,194.72,0.75,111,754.76,87.69,6.46,99.7,41.94,72.53,6.14,16.23,25,6,2.76,16.61,18.29,633.78,,10.71,35.8,5,99.69,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,99,4026.25,,4015.75,0.57,0.04,1.39,11.2,0.22,0.92,0.2,18.53,0.06,181.98,0.84,111,831.34,53.6,4.06,110.14,48.23,93.04,6,24.32,25,6,2.89,15.89,21.01,784.8,,10.72,27.58,6.17,119.61,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,103,4026.58,,4016.08,0.53,0.79,1.48,15.95,0.24,1.04,0.18,18.13,0.05,194.09,0.87,111,738.63,85.08,5.95,103.06,48.86,100.44,6,21.36,25,6,2.94,19.02,16.68,796.52,,9.72,27.05,5.58,87.4,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,111,4027.25,,4016.75,0.54,0.5,1.25,10.94,0.2,0.84,0.2,22.42,0.05,197.38,0.88,111,536.74,54.22,6.02,69.36,39.75,87.39,8.31,22.61,25,6,2.73,16.34,15.52,874.16,,18.79,48.47,5,51.3,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4018,C04,B08,119,4027.92,,4017.42,0.53,0.19,1.42,11.8,0.2,0.74,0.19,20.32,0.06,201.5,0.83,111,614.74,64.07,4.33,87.18,41.08,70.84,8.04,17.53,25,6,2.57,12.47,18.06,773.04,,11.95,51.06,6.31,95.81,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,4028,C04,B09,21,4029.75,,4019.25,0.54,0.3,0.96,13.23,0.2,0.96,0.14,20.36,0.05,199.11,0.8,111,640.73,78.69,6.71,106.55,55.6,113.36,8.33,23.15,25,6,2.78,15.84,18.96,695.68,,11.64,56.31,5.47,99.56,Public Formation,,FALSE,2,FALSE,FALSE,3
Public core,3998,C04,B06,79,4004.58,,3994.08,0.48,0.97,2.11,4.73,0.003,0.33,0.13,29.08,0.02,191.83,0.71,111,41.06,40,6.53,11.32,21.47,51.24,6.71,13.15,25,6,2,11.76,10,590.18,,14.93,54.67,5,6,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,3998,C04,B06,81,4004.75,,3994.25,0.56,1.15,1.66,4.22,0.07,0.56,0.11,26.75,0.03,207.24,0.66,111,40.64,40,6.11,9.77,22.31,47.76,6,15.94,25,6,2,11.46,10,667.24,,14.51,49.4,6.6,6,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,3,4008.25,,3997.75,0.44,0.71,1.36,3.45,0.003,0.38,0.12,35.15,0.02,193,0.74,111,96.59,40,6.21,14.31,22.68,35.51,6.39,12.01,25,6,2,8.93,10,689.78,,5.71,16.58,5,6,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,5,4008.42,,3997.92,0.43,0.69,0.46,3.35,0.01,0.3,0.09,35.47,0.01,220.58,0.72,111,46.57,40,7.27,12.91,24.7,37.84,6,13.13,25,6,2,10.51,10,842.31,,6.78,7.63,5,12.11,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,7,4008.58,,3998.08,0.38,0.31,0.36,3.25,0.003,0.29,0.09,34.92,0.01,225.67,0.69,111,44.99,40,6.96,21.31,25.9,33.08,6,11.08,25,6,2,5.4,10,754.97,,11.1,10.62,5,7.9,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,55,4012.58,,4002.08,0.48,0.05,0.63,2.84,0.02,0.31,0.08,32.07,0.02,188.86,0.74,111,56.11,40,7.54,14.38,22.08,26.96,6,11,25,6,2,5,13.62,670.92,,6.02,27.3,5,8.06,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,57,4012.75,,4002.25,0.46,0.5,1.88,4.05,0.08,0.6,0.09,29.17,0.03,209.78,0.86,111,57.53,40,5.62,8.33,23.34,31.42,7.37,20.55,25,6,2,10.14,10,536.28,,13.12,61.84,6.3,6.91,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,59,4012.92,,4002.42,0.46,0.59,2.15,4.17,0.01,0.54,0.09,30.47,0.04,187.33,0.85,111,30,40,5.27,10.93,20.58,35.99,6.92,22.35,25,6,2,5.9,10,618.26,,10.4,76.05,5.79,6.27,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,87,4015.25,,4004.75,0.48,0.31,0.66,3.51,0.01,0.9,0.09,31.34,0.02,197.37,0.76,111,97.91,40,6.41,24.8,24.01,33.41,6,11.56,25,6,2.18,11.45,10,672.79,,6.19,13.78,5,38.35,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,89,4015.42,,4004.92,0.39,1.77,0.71,3.19,0.003,0.53,0.09,35.34,0.03,249.34,0.64,111,178.12,40,6.01,18.8,23.64,22.97,6,11.5,25,6,2,5,10,664.39,,9.93,18.42,5,11.66,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,91,4015.58,,4005.08,0.53,0.46,0.48,3.61,0.03,0.3,0.09,32.08,0.02,224.81,0.74,111,155.9,40,6.97,15.32,22.83,28.15,6,13.67,25,6,2,5,14.9,735.84,,9.4,13.13,5,8.07,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,93,4015.75,,4005.25,0.43,0.55,0.54,2.68,0.003,0.4,0.07,34.59,0.01,186.84,0.76,111,80.17,40,6.85,18.18,24.85,31.63,6,10.24,25,6,2,7.32,10,846.03,,8.59,5,5,8.09,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,101,4016.42,,4005.92,0.56,0.04,1.29,3.34,0.003,0.37,0.07,27.97,0.02,197.14,0.76,111,30,40,5.76,13.18,26.5,53,6,16.9,25,6,2,6.65,10,481.54,,7.34,61.36,5,7.62,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,103,4016.58,,4006.08,0.44,0.47,0.65,3.14,0.003,0.38,0.1,33.92,0.02,205.47,0.75,111,70.5,40,7.27,20.82,23.09,39.33,6,15.83,25,6,2,7.13,10,662.37,,5,20.2,5,12.65,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4008,C04,B07,105,4016.75,,4006.25,0.44,0.35,1.45,3.25,0.003,0.44,0.1,33.81,0.03,236.42,0.79,111,111.01,40,6.44,22.31,25.64,31.96,6,14.7,25,6,2,6.29,10,780.33,,8.23,26.49,5.16,6.89,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4018,C04,B08,7,4018.58,,4008.08,0.49,0.05,0.57,4.18,0.003,0.36,0.09,32.08,0.02,252.21,0.73,111,182.74,40,6.11,33.15,23.98,35.15,6,12.72,25,6,2,8.81,10,659.28,,11.61,12.35,5,9.98,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4018,C04,B08,11,4018.92,,4008.42,0.39,0.49,0.83,3.49,0.003,0.46,0.1,34.17,0.02,202.19,0.78,111,90.41,40,5.66,17.7,24.28,30.05,6,14.88,25,6,2.08,10.08,10,829.74,,5.67,10.55,5,11.61,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4018,C04,B08,13,4019.08,,4008.58,0.44,0.65,1.67,3.85,0.06,0.45,0.09,30.04,0.02,225.23,0.77,111,65.64,40,6.59,12.64,20.12,26.45,6,17.68,25,6,2,8.99,10,663.32,,10.36,33.29,5,6,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4018,C04,B08,27,4020.25,,4009.75,0.48,0.54,1.05,11.64,0.11,0.53,0.11,24.54,0.04,270.14,0.59,111,375.2,66.52,6.43,31.18,29.16,41.71,6,11.59,25,6,2,7.23,11.2,651.07,,13.3,25.95,5,19.39,Public Formation,,FALSE,1,TRUE,FALSE,4
Public core,4018,C04,B08,29,4020.42,,4009.92,0.7,1.69,12.92,14.67,0.28,1.09,0.15,5.61,0.24,196.12,1.02,300.05,1088.08,52.44,6.61,21.52,15.48,74.6,14.06,30.04,25,6,2,15.68,10,157.12,,20.15,351.7,10.91,23.66,Public Formation,,TRUE,5,FALSE,TRUE,5
Public core,4018,C04,B08,67,4023.58,,4013.08,0.72,0.04,6.26,15.99,0.29,1.23,0.35,8.26,0.2,194.49,1.14,724.4,906.03,69.99,6.65,101.58,49.8,117.35,20.78,29.87,25,6,2.75,22.28,10,350.88,,26.18,289.68,13.01,115.05,Public Formation,,TRUE,5,FALSE,TRUE,5
Public core,4018,C04,B08,92,4025.67,,4015.17,0.85,0.04,14.49,18.35,0.23,1.33,0.42,1.75,0.43,209.49,1.26,111,367.15,72.92,6.92,24.41,20.26,110.34,26.16,29.54,34.59,6,2.01,22.21,10,14.9,,28.22,544.87,15.22,27.09,Public Formation,,TRUE,5,FALSE,TRUE,5
Public core,4018,C04,B08,113,4027.42,,4016.92,0.94,0.04,10.52,14.01,0.3,1.05,0.24,6.25,0.37,175.85,1.07,1479.85,439.95,63.78,6.35,58.81,31.93,117.38,18.45,30.14,25,6,2,15.5,10,245.55,,32.1,414.48,15.7,47.49,Public Formation,,TRUE,5,FALSE,TRUE,5
Public core,4028,C04,B09,1,4028.08,,4017.58,0.63,0.27,8.67,12.86,0.2,1.24,0.39,12.15,0.28,153.5,1.16,2103.54,1043.44,54.88,3.32,94.71,53.69,108.45,13.21,34.59,25,6,2.54,21.42,10,589.41,,17.89,161.53,8.12,85.98,Public Formation,,TRUE,5,FALSE,TRUE,5
Public core,4028,C04,B09,19,4029.58,,4019.08,0.73,0.04,6.39,10.8,0.23,1.16,0.37,12.4,0.26,149.61,1.19,1543.14,1041.92,43.88,6.67,93.46,54.23,91.54,16.95,34.74,25,6,2.67,24.23,10,540.66,,20.72,264.54,10.27,95.7,Public Formation,,TRUE,5,FALSE,TRUE,5
Public core,4028,C04,B09,55,4032.58,,4022.08,0.59,0.96,10.78,16.5,0.64,3,1.12,1.82,0.32,30,3.33,111,6026.09,40,20.18,403.19,233.84,408.78,29.34,75.32,25,6,7.28,50,63.93,246.34,,28.3,196.24,25.27,558.61,Public Formation,,TRUE,5,FALSE,TRUE,5
