Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2
Public,3988,C04,B05,37,3991.08,,3981.08,0.49,0.52,1.12,9.3,0.23,1.53,0.14,21.91,0.06,190.12,1.27,111,405.63,68.37,4.76,94.47,61.91,148.9,8.53,31.12,21.24,6,2.5,10.84,16.54,1247.66,10.18,12.91,5.23,35.87,Public Formation,
Public,3988,C04,B05,39,3991.25,,3981.25,0.55,0.31,1.21,10.44,0.16,0.91,0.19,22.64,0.06,198.18,0.83,111,436.5,79.34,5.94,70.23,50.5,91.12,8.56,19.48,15.44,6,2.69,14.87,15.14,1059.77,9.07,14,5.19,33.6,Public Formation,
Public,3988,C04,B05,41,3991.42,,3981.42,0.55,0.18,1.11,7.45,0.21,0.93,0.2,24.04,0.06,173.5,0.91,111,488.86,50.97,4.84,110.12,67.95,216.81,7.04,25.17,18.79,6,2.97,13.64,23.43,1192.17,8.21,22.89,5.63,56.35,Public Formation,
Public,3988,C04,B05,43,3991.58,,3981.58,0.5,0.52,1.09,7.89,0.18,1.07,0.17,25.98,0.06,170.48,1.01,111,374.33,57.51,4.8,77.44,52.63,90.4,6.72,28.18,17.06,6,2.68,8.57,24.02,1308.05,6.39,6.2,5.99,35.9,Public Formation,
Public,3988,C04,B05,45,3991.75,,3981.75,0.66,0.04,0.65,8.43,0.16,0.62,0.14,21.11,0.04,197.37,0.7,111,342.38,55.12,6.86,72.01,47.44,86.55,7.49,19.04,13.88,6,2.83,12.87,22.3,1119.84,11.03,14.87,6.16,21.53,Public Formation,
Public,3988,C04,B05,47,3991.92,,3981.92,0.58,0.04,0.9,8.66,0.15,0.72,0.15,21.95,0.05,185.99,0.76,111,425.61,65.04,6.32,83.83,50.17,77.96,6.64,16.7,13.84,6,3.15,5,78.76,1513.06,42.64,5,21.23,29.09,Public Formation,
Public,3988,C04,B05,49,3992.08,,3982.08,0.52,0.32,1.23,8.37,0.14,0.78,0.22,26.5,0.06,183.65,0.76,111,495.71,68.17,5.29,84.22,52.97,104.45,6.77,24.42,17.36,6,3.08,13.16,26.02,1236.25,11.08,12.65,4.99,32.77,Public Formation,
Public,3988,C04,B05,51,3992.25,,3982.25,0.49,0.4,0.93,9.25,0.19,0.84,0.16,26.12,0.05,184.52,0.83,111,460.88,56.8,7,70.66,46.33,92.25,6.54,15.88,12.88,6,2.41,10.48,11.72,1392.45,8.09,5,4.99,29.02,Public Formation,
Public,3988,C04,B05,53,3992.42,,3982.42,0.55,0.04,0.76,6.02,0.16,0.71,0.13,24.7,0.04,177.07,0.73,111,413.2,45.91,5.24,94.91,47.48,105.48,5.58,21.04,14.33,6,2.58,5,27.87,1384.08,3.34,5,4.05,55.81,Public Formation,
Public,3988,C04,B05,55,3992.58,,3982.58,0.48,0.04,0.69,6.01,0.13,0.75,0.15,27.8,0.04,182.07,0.79,111,437.53,40,5.19,71.58,42.66,93.78,6.39,14.26,12.63,6,2.12,5.78,13.87,1440.26,4.17,5,4.89,38.64,Public Formation,
Public,3988,C04,B05,57,3992.75,,3982.75,0.46,0.13,0.66,7.03,0.12,0.7,0.13,26.83,0.04,198.47,0.68,111,407.14,40,5.31,113.73,65.09,142.04,8.43,29.95,14.9,6,3.19,14.93,25.7,1317.87,5.97,13.29,5.85,83.42,Public Formation,
Public,3988,C04,B05,59,3992.92,,3982.92,0.5,0.04,1.08,7.38,0.23,0.98,0.19,23.75,0.07,165.56,1.06,111,568.52,50.32,3.36,130.54,74.22,179.71,9.19,31.66,21.05,6,3.12,14.18,24.8,1347.84,4.15,15.53,6.31,87.75,Public Formation,
Public,3988,C04,B05,61,3993.08,,3983.08,0.52,0.04,0.16,4.63,0.08,0.32,0.07,30.47,0.01,202.72,0.64,111,126.44,40,7.47,23.59,23.16,32.19,4.92,10.11,11.28,6,2.02,9.14,10,1275.56,5.17,5,2.84,8.69,Public Formation,
Public,3988,C04,B05,63,3993.25,,3983.25,0.48,0.25,0.13,4.77,0.02,0.33,0.06,31.02,0.01,175.16,0.66,111,84.26,40,7.48,18.16,23.34,28.95,6,11.47,25,6,2,5,10,1371.11,5,5,5,6,Public Formation,
Public,3988,C04,B05,65,3993.42,,3983.42,0.45,0.59,0.21,2.69,0.003,0.58,0.09,35.27,0.01,201.32,0.76,111,72.44,40,6.73,23.24,28.54,26.24,5.83,13.23,12.06,6,2.08,5,13,1160.87,3.19,5,1.63,6,Public Formation,
Public,3988,C04,B05,67,3993.58,,3983.58,0.54,0.21,0.22,4.13,0.04,0.27,0.07,30.59,0.01,201.1,0.61,111,89.88,40,6.66,23.21,26.75,35.8,3.84,10.54,10.07,6,2.03,5,17.83,1309.35,1.57,5,3.87,6,Public Formation,
Public,3988,C04,B05,69,3993.75,,3983.75,0.44,0.8,1.99,11.88,0.3,1.69,0.26,21.96,0.09,176.58,1.04,387.32,879.47,69.75,5.46,122.92,71.77,224.64,8.76,22.69,16.36,6,3.18,13.47,28.01,1063.19,5.37,26.61,6.7,90.92,Public Formation,
Public,3988,C04,B05,71,3993.92,,3983.92,0.49,0.22,1.18,9.61,0.23,0.89,0.2,23.72,0.06,181.97,0.91,111,586.54,60.83,6.97,78.07,50.16,118.31,5.95,20.32,14.45,6,2.66,9.07,21.38,1309.06,8.63,5,5.49,37.08,Public Formation,
Public,3988,C04,B05,73,3994.08,,3984.08,0.42,0.52,0.75,9.68,0.16,0.74,0.13,26.72,0.04,219.83,0.69,111,410.55,45.89,7.22,74.11,39.76,68.25,4.61,16.61,12.98,6,2.35,7.51,15.76,1274.19,6.26,5,5.21,32.22,Public Formation,
Public,3988,C04,B05,75,3994.25,,3984.25,0.76,0.04,0.8,8.85,0.2,0.71,0.17,18.82,0.05,163.76,0.82,111,557.4,57.6,6.34,98.71,60.11,133.3,8.78,22.99,18.24,6,3.01,12.85,26.67,1108.74,4.43,21.22,6.24,64.33,Public Formation,
Public,3988,C04,B05,77,3994.42,,3984.42,0.41,0.78,0.99,9.05,0.09,0.89,0.13,27.25,0.04,199.21,0.72,111,416.43,55.24,5.14,82.93,43.89,57.57,7.08,19.58,15.14,6,2.35,5,22.29,1287.66,5.16,5,5.41,44.72,Public Formation,
Public,3988,C04,B05,79,3994.58,,3984.58,0.34,0.45,1.8,9.97,0.39,1.7,0.25,22.76,0.11,172.3,1.41,217.49,686.12,63.72,4.7,120.73,67.38,110.57,7.91,32.36,18.19,6,3.1,8.4,34.59,1133.66,5.91,29.97,7.52,97.39,Public Formation,
Public,3988,C04,B05,81,3994.75,,3984.75,0.47,0.29,1.1,8.01,0.42,0.89,0.15,25.32,0.05,186.52,0.85,111,462.84,55.12,5.28,82.4,52.39,131.39,6.82,24.69,18.52,6,2.49,8.4,19.16,1256.6,9.63,24.17,7.24,40.26,Public Formation,
Public,3988,C04,B05,83,3994.92,,3984.92,0.48,0.35,1.4,6.85,0.08,0.94,0.21,25.16,0.08,177.3,1.02,111,357.21,61,6.21,88.33,61.23,134.51,6.27,29.69,17.44,6,2.75,13.8,17.14,988.61,12.53,51.46,6.57,43.97,Public Formation,
Public,3988,C04,B05,85,3995.08,,3985.08,0.47,0.14,0.38,3.81,0.003,0.54,0.08,32.08,0.02,218.53,0.75,111,78.81,40,6.94,24.18,29.03,25.87,2.85,12.69,10.58,6,2,5,12.4,1160.73,6.27,12.13,2.9,6,Public Formation,
Public,3988,C04,B05,87,3995.25,,3985.25,0.53,0.04,0.32,4.82,0.03,0.31,0.08,30.53,0.02,205.65,0.65,111,80.82,40,7.56,23.45,29.12,49.66,5.19,12.18,10.48,6,2,6.15,10,1128.71,20.73,5,6.19,6,Public Formation,
Public,3988,C04,B05,89,3995.42,,3985.42,0.4,0.77,0.3,4.68,0.003,0.39,0.09,34.85,0.02,249.06,0.65,111,103.15,40,6.68,26.94,26.36,71.97,4.73,14.76,12.36,6,2,5,13.16,1237.85,7.98,5,3.08,6,Public Formation,
Public,3988,C04,B05,91,3995.58,,3985.58,0.44,1.67,2.63,9.9,0.46,1.91,0.37,20.89,0.13,163.42,1.61,717.86,731.33,62.74,5.25,234.01,109.09,268.37,12.82,43.29,28.7,6,3.92,22.59,28.98,911.01,9.84,80.34,8.84,170.18,Public Formation,
Public,3988,C04,B05,93,3995.75,,3985.75,0.46,0.61,0.59,9.81,0.14,0.72,0.1,26.44,0.03,211.06,0.62,111,329.74,64.09,5.81,71.25,39.23,80.9,6.29,13.73,12.42,6,2.41,5.73,23.36,1308.34,4.28,5,4.23,42.41,Public Formation,
Public,3988,C04,B05,95,3995.92,,3985.92,0.47,0.22,1.08,4.87,0.06,0.44,0.15,30.77,0.03,204.82,0.64,111,383.07,40,6.92,35.77,28.63,49.09,7.33,14.94,13.22,6,2.01,7.12,10,1117.88,10.12,5.11,5.15,14.99,Public Formation,
Public,3988,C04,B05,97,3996.08,,3986.08,0.49,0.55,1.33,10.99,0.16,0.91,0.18,24.51,0.05,180.01,0.73,111,653.27,55.79,5.37,91.67,55.87,130.82,6.73,24.15,16.22,6,2.78,8.72,28.31,1180.57,8,15.55,5.2,64.06,Public Formation,
Public,3988,C04,B05,99,3996.25,,3986.25,0.44,0.95,1.23,9.47,0.23,1.09,0.22,26.19,0.06,160.1,0.95,111,811.83,53.8,4.51,119.91,71.6,184.87,10.19,25.58,18.8,6,2.83,5.79,30.98,1266.38,7.14,18.94,7.77,90.72,Public Formation,
Public,3988,C04,B05,101,3996.42,,3986.42,0.38,0.65,1.11,10.23,0.1,0.9,0.18,26.15,0.05,188.65,0.82,111,695.57,52.01,6.95,104.97,56.51,145.04,4.71,21.13,15.01,6,2.55,8.79,19.17,1243.88,4.15,13.3,5.66,59.02,Public Formation,
Public,3988,C04,B05,103,3996.58,,3986.58,0.38,0.43,0.81,9.11,0.26,0.76,0.13,27.11,0.04,178.78,0.71,111,530.89,53.67,6.46,87.1,45.21,81.45,4.52,19.46,14.48,6,2.22,5,18.46,1373.02,3.81,5,6.51,40,Public Formation,
Public,3988,C04,B05,105,3996.75,,3986.75,0.41,0.52,0.91,8.19,0.2,0.9,0.15,28.49,0.04,194.45,0.83,111,549.25,40,6.72,81.64,41.81,84.79,5.52,17.58,13.5,6,2.47,5,27.23,1542.44,3.41,5,4.38,45.73,Public Formation,
Public,3988,C04,B05,107,3996.92,,3986.92,0.38,0.74,0.71,9.61,0.13,0.81,0.13,27.23,0.04,192.97,0.72,111,484.8,57.54,5.39,83.8,52.27,95.84,5.88,19.24,14.6,6,2.44,5,23.07,1326.34,2.73,5,4.08,48.76,Public Formation,
Public,3988,C04,B05,109,3997.08,,3987.08,0.38,0.97,0.22,3.04,0.003,0.52,0.09,35.62,0.02,177.14,0.8,111,129.16,40,6.15,24.07,28.03,31.71,1.23,18.11,12.48,6,2,5,12.59,1264.12,3.25,5,4.21,6,Public Formation,
Public,3988,C04,B05,111,3997.25,,3987.25,0.41,0.65,0.3,4.57,0.003,0.37,0.08,35.4,0.01,187.58,0.63,111,156.57,40,7.11,32.06,26.96,28.43,4.86,11.92,11.24,6,2.13,5,18.88,1421.28,4.06,5,3.56,6.84,Public Formation,
Public,3988,C04,B05,113,3997.42,,3987.42,0.38,0.77,1.67,7.42,0.3,1.53,0.35,27.46,0.09,153.74,1.1,111,1064.09,62.95,5.01,169.57,106.08,240.18,10.49,41.56,24.07,6,3.61,17.49,29.64,1132.35,9.52,36.27,6.55,124.94,Public Formation,
Public,3988,C04,B05,115,3997.58,,3987.58,0.42,0.9,0.91,10.02,0.23,0.89,0.14,26.94,0.04,208.38,0.8,111,500.07,64.13,5.41,91.16,51.52,127.92,5.62,19.75,13.96,6,2.37,7.73,17.45,1290.08,5.11,5,4.46,53.61,Public Formation,
Public,3988,C04,B05,117,3997.75,,3987.75,0.44,0.56,0.78,7.9,0.01,0.76,0.12,29.4,0.03,198.36,0.71,111,437.3,42.58,7.13,63.48,41.1,94.51,5.18,17.74,13.85,6,2.29,5,29.36,1554.92,4.01,5,3.86,41.75,Public Formation,
Public,3988,C04,B05,119,3997.92,,3987.92,0.38,1.17,1.07,8.33,0.25,1.66,0.21,27.98,0.06,174.98,0.99,111,707.18,56.82,5.13,104.84,66.25,139.15,6.98,29.93,17.02,6,2.65,6.34,25.36,1353.5,5.2,5,4.72,91.06,Public Formation,
Public,3998,C04,B06,1,3998.08,,3988.08,0.42,0.82,1.28,10.82,0.23,1.07,0.19,24.94,0.07,193.45,0.88,111,606,66.78,4.94,105.34,62.47,144.98,6.75,25.08,19.11,6,2.97,13.39,26.25,1163.93,7.15,8.52,4.46,63.91,Public Formation,
Public,3998,C04,B06,3,3998.25,,3988.25,0.46,0.74,1.16,10.17,0.23,1.03,0.2,23.01,0.06,188.55,0.94,111,509.76,57.32,4.71,88.93,54.58,97.56,8.22,25.72,15.92,6,2.75,8.9,25.98,1283.11,7.13,5,5.12,63.42,Public Formation,
Public,3998,C04,B06,5,3998.42,,3988.42,0.43,0.57,0.24,2.83,0.01,0.52,0.08,35.16,0.01,189.45,0.76,111,87.49,40,6.54,29.67,27.58,28.95,5.67,7.78,9.56,6,2,5,14.22,1164.45,4.74,5,4.7,11.87,Public Formation,
Public,3998,C04,B06,7,3998.58,,3988.58,0.39,0.56,0.34,3.66,0.06,0.35,0.08,34.84,0.02,197.88,0.7,111,164.6,40,6.54,18.07,24.23,21.7,4.98,15.82,12.65,6,2.06,5,15.94,1335.23,5.41,5,3.75,6,Public Formation,
Public,3998,C04,B06,9,3998.75,,3988.75,0.45,0.7,0.59,10.73,0.58,0.78,0.13,25.67,0.04,195.58,0.67,111,553.56,74.66,6.54,111.5,64.24,140.57,7.11,20.48,14.06,6,2.42,5.64,22.69,1202.51,2.39,5,5.73,89.95,Public Formation,
Public,3998,C04,B06,11,3998.92,,3988.92,0.49,0.4,0.94,9.04,0.74,0.81,0.2,25.79,0.05,174.83,0.8,111,689.79,54.54,6.26,122.89,66.7,162.61,8.96,25.79,20.16,6,2.96,5,45.29,1232.09,5.54,12.77,5.93,82.45,Public Formation,
Public,3998,C04,B06,13,3999.08,,3989.08,0.49,0.47,0.73,8.06,0.05,0.75,0.13,26.02,0.04,185.58,0.72,111,499.23,44.41,5.27,110.36,62.28,140.98,5.92,23.12,16.9,6,2.61,5,30.48,1238.84,3.86,6.45,5.15,88.29,Public Formation,
Public,3998,C04,B06,15,3999.25,,3989.25,0.48,0.11,0.63,7.43,0.11,0.87,0.14,26.02,0.04,187.22,0.81,111,440.19,40,5.92,93.16,50.88,110.14,6.57,26.22,16.6,6,2.11,5,15.9,1234.29,3.14,5,4.27,65.43,Public Formation,
Public,3998,C04,B06,17,3999.42,,3989.42,0.43,0.68,1.58,7.31,0.33,1.1,0.22,29.04,0.1,180.54,0.9,632.46,666.46,40,3.79,64.06,42.95,65.54,5.87,23.06,14.4,6,2.22,5,22.31,1570.21,3.27,5,4.68,15.8,Public Formation,
Public,3998,C04,B06,19,3999.58,,3989.58,0.46,0.44,0.88,8.67,0.16,0.97,0.14,26.76,0.04,172.91,0.87,111,534.74,49.38,4.07,118.09,61.93,130.48,5.07,31.9,18.87,6,2.53,6.78,22.88,1267.02,1.89,5,6.85,80.29,Public Formation,
Public,3998,C04,B06,21,3999.75,,3989.75,0.48,0.42,1.56,7.04,0.21,1.34,0.17,24.94,0.08,152.28,1.26,111,756.89,59.31,3.04,107.11,68.49,162.69,8.9,37.97,15.31,6,2.61,5,26.72,1309.41,8.8,20.5,6.32,63.22,Public Formation,
Public,3998,C04,B06,23,3999.92,,3989.92,0.37,0.89,1.4,11.11,0.3,1.68,0.23,23.33,0.07,159.91,1.37,111,883.92,72.13,3.48,170.13,94.65,228.92,9.37,48.16,26.94,6,3.07,10.95,30.1,1095.34,6.52,24.82,5.05,119.43,Public Formation,
Public,3998,C04,B06,25,4000.08,,3990.08,0.37,1.47,1.55,12.42,0.28,1.94,0.24,21.86,0.08,158.43,1.57,216.64,909.89,74.34,4.56,162.27,85.03,233.43,8.37,48.46,27.26,6,2.81,8.9,27.54,1058.65,4.65,27.87,6.81,105.6,Public Formation,
Public,3998,C04,B06,27,4000.25,,3990.25,0.39,0.72,0.26,3.62,0.003,0.91,0.08,34.66,0.02,176.65,0.72,111,115.74,40,6.89,24.06,24.44,39.66,3.76,13.27,11.51,6,2.07,5,14.83,1219.6,2.7,5,2.7,6.98,Public Formation,
Public,3998,C04,B06,29,4000.42,,3990.42,0.29,0.66,0.38,4.27,0.02,0.99,0.1,34.35,0.01,193.38,0.74,111,192.57,40,6.49,35.86,28.6,38.49,4.59,15.04,12.28,6,2.11,5,16.01,1131.75,5.1,5,4.47,12.62,Public Formation,
Public,3998,C04,B06,31,4000.58,,3990.58,0.43,0.9,1.16,9.64,0.2,1.14,0.14,26.07,0.05,183.33,0.97,111,522.62,46.79,5.37,74.03,47.21,154.7,7.19,24.37,18.1,6,2.25,5,23.31,1391.68,5.84,5,3.59,40.38,Public Formation,
Public,3998,C04,B06,33,4000.75,,3990.75,0.53,0.37,1.14,11.89,0.22,1.19,0.18,20.91,0.06,160.31,1.05,111,784.2,76.57,4.72,125.97,66.25,124.56,7.07,27.48,19.26,6,2.66,7.21,28.71,1032.25,6.65,21.8,4.85,70.16,Public Formation,
Public,3998,C04,B06,35,4000.92,,3990.92,0.46,0.65,1.48,9.57,0.36,1.41,0.22,23.31,0.07,177.66,1.02,111,556.84,73.35,5.3,110.42,69.29,178.53,9.24,25.43,16.03,6,3.44,19.96,24.9,1048.57,13.98,35.92,6.78,58.1,Public Formation,
Public,3998,C04,B06,37,4001.08,,3991.08,0.33,0.61,0.43,4.54,0.03,1.15,0.09,32.46,0.01,210.04,0.63,111,143.36,40,7.44,31.38,30.05,41.26,3.42,12.45,10.92,6,2.03,5,16.02,1167.89,5.83,5,2.89,18.9,Public Formation,
Public,3998,C04,B06,39,4001.25,,3991.25,0.38,0.59,0.38,4.76,0.12,1.14,0.08,32.33,0.02,195.68,0.68,111,108.57,40,6.52,28.04,26.04,42.53,6.01,10.97,10.51,6,2,7.4,10,1110.71,5.48,5,4.25,6,Public Formation,
Public,3998,C04,B06,41,4001.42,,3991.42,0.39,1.1,1.05,7.06,0.21,1.04,0.17,28.72,0.05,203.7,0.89,111,324.64,44.02,3,116.39,59.19,144.03,7.4,31.96,19.01,6,3.1,19.24,18.1,1091.1,11.73,27.95,6.14,78.16,Public Formation,
Public,3998,C04,B06,43,4001.58,,3991.58,0.44,0.84,1.23,10.7,0.16,0.98,0.15,25.43,0.05,201.08,0.78,111,389.07,58.17,5.41,65.18,39.31,101.55,6.59,16.82,13.3,6,2.48,9.4,17.64,1347.39,5.5,5,3.95,24.46,Public Formation,
Public,3998,C04,B06,45,4001.75,,3991.75,0.43,2,2.64,8.14,0.42,1.34,0.28,23.45,0.09,183.34,1.34,364.6,815.72,63.58,4.38,105.61,66.61,169.41,6.63,38.9,24.42,6,3.19,15.42,24.5,1046.91,7.02,37.2,6.28,74.31,Public Formation,
Public,3998,C04,B06,47,4001.92,,3991.92,0.38,1.09,0.67,4.84,0.003,0.49,0.11,34.28,0.02,229.31,0.69,111,208.4,40,6.55,29.46,27.59,52.83,5.22,12.53,11.24,6,2.07,5,17.46,1042.35,7,5,3.65,10.35,Public Formation,
Public,3998,C04,B06,49,4002.08,,3992.08,0.46,0.42,0.22,2.87,0.003,0.4,0.08,35.8,0.02,208.72,0.71,111,90.22,40,6.37,26.64,29.02,38.78,4.42,16.56,12.83,6,2.06,6.92,12.28,1065.2,8.49,5,3.54,13.61,Public Formation,
Public,3998,C04,B06,51,4002.25,,3992.25,0.49,0.42,0.17,3.79,0.003,0.37,0.07,31.87,0.02,235.77,0.68,111,95.89,40,7.18,27.83,31.28,41.2,3.22,12.25,11.62,6,2.12,6.45,12.85,1154.93,8.77,5,2.67,13.78,Public Formation,
Public,3998,C04,B06,53,4002.42,,3992.42,0.45,0.4,0.49,3.36,0.003,0.92,0.09,33.46,0.02,225.8,0.68,111,104.71,40,5.48,26.26,26.49,24.03,4.95,11.7,10.36,6,2,5.31,10,1069.87,6.73,5,2.98,14.6,Public Formation,
Public,3998,C04,B06,55,4002.58,,3992.58,0.48,0.88,2.26,8.86,0.18,1.4,0.28,21.5,0.1,167.51,1.28,111,707.67,40,5.56,118.87,64.14,207.8,8.63,32.34,19.99,6,2.79,11.59,22.49,1174.98,7.66,15.15,4.95,79.16,Public Formation,
Public,3998,C04,B06,57,4002.75,,3992.75,0.51,0.29,1.55,12.31,0.29,1.38,0.22,19.12,0.08,162.05,1.19,111,701.23,89.88,4.47,113.97,70.07,137.53,8.09,35.53,22.36,6,2.93,10.07,29.76,906.57,11.52,32.66,6.24,69.79,Public Formation,
Public,3998,C04,B06,59,4002.92,,3992.92,0.47,0.9,1.62,9.72,0.31,1.34,0.23,20.87,0.08,172.7,1.28,171.79,548.87,63.35,4.51,127.97,66.09,163,9.52,33.84,23.38,6,2.95,13.79,23.21,956.05,7.69,29.91,7.09,92.14,Public Formation,
Public,3998,C04,B06,61,4003.08,,3993.08,0.55,0.07,1.07,10.9,0.22,1.29,0.17,20.53,0.06,161.16,1.2,111,409.54,65.61,4.43,116.41,50.85,87.73,8.16,35.06,21.91,6,2.59,8.32,23.04,1002.52,9.81,22.58,6.2,68.23,Public Formation,
Public,3998,C04,B06,63,4003.25,,3993.25,0.38,9.8,1.63,4.96,0.13,0.96,0.2,24.38,0.04,276.5,0.86,111,772.12,40,5.26,19.53,23.77,28.97,4.53,18.22,13.63,6,2.04,9.48,12.7,1028.32,5.4,5,2.24,9.63,Public Formation,
Public,3998,C04,B06,65,4003.42,,3993.42,0.52,0.13,0.92,11.66,0.21,1.04,0.13,20.42,0.05,162.41,0.92,111,632.96,64.78,5.57,118.69,61.23,304.19,6.85,19.33,13.58,6,2.35,8.33,18.94,1026.62,3.27,14.82,5.44,93.21,Public Formation,
Public,3998,C04,B06,67,4003.58,,3993.58,0.42,0.36,0.73,6.01,0.3,0.94,0.15,27.46,0.03,164.69,0.99,111,476.99,40,4.24,122.19,64.03,153.15,9.49,32.81,20.71,6,2.97,6.16,34.91,1334.37,7.19,7.67,6.22,81.27,Public Formation,
Public,3998,C04,B06,69,4003.75,,3993.75,0.45,0.38,1.79,10.05,0.61,2.23,0.16,18.22,0.11,131.03,2.13,271.49,666.52,77.95,4.92,90.34,57.75,129.42,10.72,48.99,23.64,6,2.72,6,29.87,1124.53,7.71,21.34,6.42,57.83,Public Formation,
Public,3998,C04,B06,71,4003.92,,3993.92,0.44,0.67,1.33,10.69,0.31,1.29,0.17,23.4,0.07,170.78,1.1,111,691,71.08,4.28,124.05,68.88,165.5,9.55,29.99,21.28,6,2.89,11.44,26.01,1146.38,8.65,15.71,7,82.34,Public Formation,
Public,3998,C04,B06,73,4004.08,,3994.08,0.42,0.52,0.39,3.33,0.003,0.43,0.09,33.32,0.02,166.59,0.76,111,136.9,40,5.76,22.21,24.3,36.65,4.72,13.99,11.9,6,2,5,15.03,1015.94,4.54,5,2.47,11.46,Public Formation,
Public,3998,C04,B06,75,4004.25,,3994.25,0.44,0.75,0.26,4.42,0.003,0.39,0.08,34.05,0.01,205.44,0.7,111,111.89,40,5.82,28.3,26,34.17,6.3,8.09,9.45,6,2,5.2,10,999.18,6.53,5,4.8,6,Public Formation,
Public,3998,C04,B06,77,4004.42,,3994.42,0.53,0.04,0.21,3.62,0.02,0.35,0.06,28.94,0.01,172.79,0.7,111,62.05,40,7.12,24.1,26.08,29.55,5.65,13.13,11.7,6,2.05,7.04,11.99,862.3,8.68,5,2.09,9.74,Public Formation,
Public,3998,C04,B06,79,4004.58,,3994.58,0.48,0.97,2.11,4.73,0.003,0.33,0.13,29.08,0.02,191.83,0.71,111,41.06,40,6.53,11.32,21.47,51.24,6.71,13.15,11.89,6,2,11.76,10,590.18,14.93,54.67,4.4,6,Public Formation,
Public,3998,C04,B06,81,4004.75,,3994.75,0.56,1.15,1.66,4.22,0.07,0.56,0.11,26.75,0.03,207.24,0.66,111,40.64,40,6.11,9.77,22.31,47.76,4.32,15.94,12.62,6,2,11.46,10,667.24,14.51,49.4,6.6,6,Public Formation,
Public,3998,C04,B06,83,4004.92,,3994.92,0.53,3.42,1.98,4.39,0.06,0.49,0.13,24.45,0.03,227.82,0.72,111,54.11,40.65,4.9,9.18,18.39,69.28,5.89,21.54,14.91,6,2,10.19,10,706.97,14.18,43.84,4.31,6,Public Formation,
Public,3998,C04,B06,85,4005.08,,3995.08,0.41,1.22,2.85,12.9,0.41,1.71,0.21,17.76,0.13,156.47,1.53,824.52,1144.36,69.88,4.12,109.85,53.45,134.42,6.53,26.45,13.97,6,2.36,7.67,21.16,974.2,8.48,14.79,4.89,89.25,Public Formation,
Public,3998,C04,B06,87,4005.25,,3995.25,0.56,0.05,1.13,8.05,0.32,1.03,0.15,21.52,0.05,176.29,1,111,677.37,42.78,3.61,173.07,91.6,265.16,12.6,38.76,19.51,6,3.47,12.77,36.5,1128.23,13.56,59.82,8.24,132.19,Public Formation,
