Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2
Public,3998,C04,B06,89,4005.42,,3995.42,0.6,0.43,1.58,10.78,0.23,1.16,0.19,17.85,0.06,180.63,0.84,111,633.42,74.09,5.77,87.12,53.78,179.96,8.94,24.5,17.7,6,2.85,9.43,29.14,1099.29,7.83,25.52,5.69,58.63,Public Formation,
Public,3998,C04,B06,91,4005.58,,3995.58,0.46,0.94,1.42,9.57,0.23,1.02,0.15,24.67,0.06,196.05,0.95,111,477.6,57.97,5.15,88.66,47.57,105.75,6.85,26.08,25,6,2.48,6.93,23.27,1175.73,5.44,17.4,6.18,78.77,Public Formation,
Public,3998,C04,B06,93,4005.75,,3995.75,0.45,0.66,0.7,6.45,0.03,0.46,0.08,30.54,0.01,391.83,0.74,111,135.58,40,6.33,30.17,30.16,29.73,5.2,13.77,12.02,6,2.02,5,15.43,1165.39,7.66,5,3.4,12.45,Public Formation,
Public,3998,C04,B06,95,4005.92,,3995.92,0.47,0.54,2.48,5.07,0.12,0.68,0.14,29.6,0.05,194.99,0.9,111,105.27,40,7.18,13.91,25.03,33.77,8.39,19.94,16.81,6,2.01,8.35,10,760.41,12.04,94.68,3.64,9.46,Public Formation,
Public,3998,C04,B06,97,4006.08,,3996.08,0.52,0.14,0.9,8.29,0.23,1.04,0.13,23.3,0.06,183.89,1.04,111,512.46,60.84,6.53,117.17,66.85,158.84,9.95,33.87,20.13,6,3,13.69,24.8,1226.96,5.48,20.07,5.9,108.52,Public Formation,
Public,3998,C04,B06,99,4006.25,,3996.25,0.45,0.53,0.69,12.25,0.48,1.15,0.09,21.55,0.04,192.65,0.8,111,482.02,69.92,4.57,191.4,101.14,212.11,10.6,52.33,25.57,6,3.18,17.04,23.09,795.16,11.75,63.47,7.15,201.83,Public Formation,
Public,3998,C04,B06,101,4006.42,,3996.42,0.43,0.63,0.94,11.1,0.24,1.16,0.12,23.62,0.05,190.36,0.98,111,474.14,62.44,4.32,91.5,52.24,104.54,5.42,31.63,19.41,6,2.47,5,25.57,1115.46,4.68,8.74,7.49,118.52,Public Formation,
Public,3998,C04,B06,103,4006.58,,3996.58,0.38,0.63,0.78,10.13,0.19,0.9,0.1,26.37,0.05,203.13,0.8,111,455.61,43.3,4.86,77.35,41.62,76.6,7.2,25.58,17.31,6,2.31,8.11,14.88,1315.81,8.09,5,5.36,57.11,Public Formation,
Public,3998,C04,B06,105,4006.75,,3996.75,0.43,0.35,0.44,5.36,0.04,0.47,0.08,32.49,0.02,241.6,0.68,111,79.6,40,7.04,24.47,26.76,38.23,4.05,13.23,10.35,6,2,5,12.62,1167.11,6.51,5,3.53,12.67,Public Formation,
Public,3998,C04,B06,107,4006.92,,3996.92,0.43,0.36,1.24,11.46,0.24,1.27,0.18,21.39,0.08,196.2,1.07,111,595.03,63.69,5.48,135.27,62.41,163.91,8.73,29,25,6,2.74,8.69,25.52,1082.56,6.23,19.36,6.41,137.78,Public Formation,
Public,3998,C04,B06,109,4007.08,,3997.08,0.37,0.55,2.6,10.1,0.39,1.48,0.21,22.03,0.15,163.9,1.25,1082.3,859.55,62.59,5.93,130.39,78.72,160.48,10.23,56.87,32.48,6,2.5,12.78,10,898.83,9.11,60.7,7.26,119.42,Public Formation,
Public,3998,C04,B06,111,4007.25,,3997.25,0.4,0.8,1.46,9.63,0.32,1.39,0.21,24.23,0.07,164.67,1.05,111,872.49,51.78,5.51,175.45,97.21,287.81,10.53,37.82,21.61,6,3.03,9.62,30.41,1132.99,8.87,38.13,8.04,195.61,Public Formation,
Public,3998,C04,B06,113,4007.42,,3997.42,0.36,0.74,0.66,6.74,0.02,0.47,0.09,32.56,0.02,268.54,0.61,111,120.96,42.28,7.02,26.79,29.21,28.75,4.41,13.51,11.56,6,2,5,13.2,1147.75,12.66,6.6,3.13,13.73,Public Formation,
Public,3998,C04,B06,115,4007.58,,3997.58,0.5,0.64,2.44,8.91,0.35,1.65,0.24,22.88,0.11,149.42,1.39,425.25,1379.4,41.7,5.42,179.29,87.5,201.9,11.15,44.17,17.29,6,3.24,8.13,38.17,1042.94,7.16,41.21,7.14,213.4,Public Formation,
Public,3998,C04,B06,117,4007.75,,3997.75,0.42,0.66,2.03,7.62,1.01,1.35,0.23,25.14,0.11,158.17,1.26,555.28,1239.64,46.14,4.32,163.4,90.97,208.4,10.99,43.53,22.62,6,3.05,5,38.87,1102.18,14.83,38.94,10.88,195.69,Public Formation,
Public,3998,C04,B06,119,4007.92,,3997.92,0.46,1.12,2.51,9.74,0.42,1.85,0.3,22.7,0.11,155.01,1.44,657.84,1485.06,40.82,4.16,206.35,114.51,262.54,14.3,49.2,19.87,6,3.38,12.53,34.8,957.05,11.73,58.1,8.54,261.31,Public Formation,
Public,4008,C04,B07,1,4008.08,,3998.08,0.41,0.59,0.37,4.44,0.003,0.34,0.08,34.92,0.02,247.58,0.66,111,79.07,40,6.85,24.23,27.41,39.79,4.5,12.43,10.19,6,2,5,14.81,1120.58,1.78,5,3.9,14.39,Public Formation,
Public,4008,C04,B07,3,4008.25,,3998.25,0.44,0.71,1.36,3.45,0.003,0.38,0.12,35.15,0.02,193,0.74,111,96.59,40,6.21,14.31,22.68,35.51,6.39,12.01,25,6,2,8.93,10,689.78,5.71,16.58,5,6,Public Formation,
Public,4008,C04,B07,5,4008.42,,3998.42,0.43,0.69,0.46,3.35,0.01,0.3,0.09,35.47,0.01,220.58,0.72,111,46.57,40,7.27,12.91,24.7,37.84,4.88,13.13,11.11,6,2,10.51,10,842.31,6.78,7.63,1.28,12.11,Public Formation,
Public,4008,C04,B07,7,4008.58,,3998.58,0.38,0.31,0.36,3.25,0.003,0.29,0.09,34.92,0.01,225.67,0.69,111,44.99,40,6.96,21.31,25.9,33.08,5.03,11.08,11.07,6,2,5.4,10,754.97,11.1,10.62,4.21,7.9,Public Formation,
Public,4008,C04,B07,9,4008.75,,3998.75,0.49,0.13,1.9,3.82,0.01,0.4,0.06,28.56,0.01,214.19,0.76,111,30,40,5.72,13.26,22.44,56.53,5.92,17.15,13.74,6,2,5,10,800.34,17.47,31.67,6.39,6.14,Public Formation,
Public,4008,C04,B07,11,4008.92,,3998.92,0.49,1.91,2,4.17,0.04,0.52,0.1,27.31,0.02,207.3,0.9,111,62.11,40,5.16,11.77,21.05,42.7,6.9,21.89,17.04,6,2,7.8,10,800.42,10.44,26.36,3.76,7.58,Public Formation,
Public,4008,C04,B07,13,4009.08,,3999.08,0.49,0.67,1.13,16.06,0.18,0.97,0.1,19.23,0.06,206.69,0.78,111,433.87,93.42,4.86,93.98,43.18,127.95,6.21,23.5,15.24,6,2.32,8.49,21.01,1024.06,7.02,5,6.32,119.87,Public Formation,
Public,4008,C04,B07,15,4009.25,,3999.25,0.42,0.88,1.47,9.99,0.39,0.94,0.15,24.36,0.07,192.05,0.93,325.24,597.84,62.75,3.89,114.94,58.28,155.04,9.94,32.99,17.38,6,2.89,11.31,24.85,1068.34,4.66,24.6,5.28,127.47,Public Formation,
Public,4008,C04,B07,17,4009.42,,3999.42,0.49,0.4,2.3,11.83,0.31,1.54,0.21,18.29,0.12,163.86,1.4,506.7,1099.21,64.11,3.13,154.69,76.85,179.78,9.36,49.26,27.17,6,2.87,12.86,22.44,984.42,7.56,36.41,5.78,173.24,Public Formation,
Public,4008,C04,B07,19,4009.58,,3999.58,0.41,1.04,1.9,11.36,0.34,2.25,0.3,20.94,0.1,150.6,1.43,180.81,1356.22,44.16,3.95,210.2,93.4,245.42,10.72,36.14,15.59,6,2.97,10.32,27.44,1091.96,7.48,23.45,5.64,224.06,Public Formation,
Public,4008,C04,B07,21,4009.75,,3999.75,0.46,0.69,1.08,10.41,0.18,1.3,0.14,23.39,0.06,179.5,0.96,111,704.7,56.1,7,170.59,76.08,244.29,9.18,34.1,24.56,6,2.78,8.31,28.72,1071.19,7.7,18.5,5.63,178.42,Public Formation,
Public,4008,C04,B07,23,4009.92,,3999.92,0.46,0.42,0.33,4.6,0.003,0.4,0.08,32.87,0.02,197.06,0.69,111,172.31,40,6.76,31.6,28.43,33.66,4.81,12.62,11.98,6,2,5,12.94,1157.88,2.61,5,4.23,13.1,Public Formation,
Public,4008,C04,B07,25,4010.08,,4000.08,0.45,0.36,0.58,3.18,0.003,0.33,0.1,33.85,0.01,188.49,0.69,111,98.05,40,6.39,12.39,25.18,25.46,4.58,14.1,11.77,6,2,8.45,10,905.85,6.11,21.26,2.73,6,Public Formation,
Public,4008,C04,B07,27,4010.25,,4000.25,0.51,0.09,0.26,3.73,0.003,0.35,0.06,31.25,0.02,183.14,0.68,111,87.2,40,6.6,32.14,26.23,28.14,6,10.22,25,6,2,5,25.7,1233.18,5,5,5,19.72,Public Formation,
Public,4008,C04,B07,29,4010.42,,4000.42,0.5,0.46,2.12,11.92,0.31,1.64,0.27,19.08,0.12,143.58,1.52,402.64,1116.97,61.05,4.39,226.92,103.61,218.81,11.7,48.27,20.95,6,3.8,18.41,35.43,853.16,8.98,57.83,8.34,236.78,Public Formation,
Public,4008,C04,B07,31,4010.58,,4000.58,0.4,0.32,1.33,4.89,0.003,0.43,0.14,31.38,0.02,180.17,0.68,111,311.26,40,6.24,28.47,25.4,34.88,3.52,12.77,10.75,6,2,7.96,10,1033.5,4.68,5,3.43,9.75,Public Formation,
Public,4008,C04,B07,33,4010.75,,4000.75,0.41,0.7,1.18,10.59,0.17,1.37,0.14,24.32,0.05,179.79,0.86,111,576.2,57.18,4.96,98.25,55.02,196.4,6.3,25.05,18.47,6,2.83,12.62,22.09,1140.35,8.83,11.95,6.14,80.03,Public Formation,
Public,4008,C04,B07,35,4010.92,,4000.92,0.38,0.62,1.34,9.51,0.3,1.33,0.18,24.36,0.08,165.46,1.08,111,807.8,54.23,6.43,124.61,77.87,161.24,8.62,42.85,26.37,6,2.72,9.37,23.87,1069.34,7.78,36.84,7.97,99.17,Public Formation,
Public,4008,C04,B07,37,4011.08,,4001.08,0.52,0.33,1.05,12.48,0.21,1.14,0.14,19.93,0.05,176.41,0.89,111,746.14,66.91,3.38,163.66,62.21,166.19,7.81,26.5,18.9,6,2.9,11.89,27.56,1046.32,6.66,14.5,6.62,145.54,Public Formation,
Public,4008,C04,B07,39,4011.25,,4001.25,0.49,0.54,1.5,11.34,0.29,1.49,0.21,20.43,0.07,132.94,1.25,241.49,985.72,59.21,4.7,214.06,86.96,265.31,10.19,32.05,25,6,3,9.2,32.36,985.09,6.42,33.95,7.37,190.98,Public Formation,
Public,4008,C04,B07,41,4011.42,,4001.42,0.53,0.29,1.93,8.35,0.38,1.59,0.2,19.19,0.14,118.01,1.65,722.53,1046.9,44,5.06,158.39,95.55,584.25,13.59,43.92,30.07,6,2.78,6.12,30.98,979.4,16.49,47.1,7.12,151.26,Public Formation,
Public,4008,C04,B07,43,4011.58,,4001.58,0.46,0.43,0.58,5.46,0.05,0.5,0.1,29.22,0.03,219.32,0.7,111,215.44,40,5.44,38.73,27.48,50.17,3.89,14.11,11.29,6,2,5,16.44,933.96,6.3,8.38,4.5,20.64,Public Formation,
Public,4008,C04,B07,45,4011.75,,4001.75,0.39,0.5,0.32,3.95,0.08,0.44,0.09,34.48,0.02,212.23,0.75,111,118.91,40,6.1,29.52,30.2,43.89,5.36,13.52,11.81,6,2.07,5.76,14.02,1032.98,7.47,5,2.4,14.76,Public Formation,
Public,4008,C04,B07,47,4011.92,,4001.92,0.5,0.18,0.67,5.3,0.1,0.51,0.1,28.49,0.03,216.19,0.72,111,198.66,40,6.15,26.8,27,38.82,6.43,11.13,11.19,6,2,5,15.17,1154.43,3.8,5,3.05,11.9,Public Formation,
Public,4008,C04,B07,49,4012.08,,4002.08,0.37,0.48,0.11,4.39,0.04,0.4,0.07,33.62,0.01,173.6,0.68,111,101.94,40,7.54,33.14,31.91,36.74,4.87,13.04,11.69,6,2,5,17.6,1391.21,3.91,5,4.71,6.91,Public Formation,
Public,4008,C04,B07,51,4012.25,,4002.25,0.51,0.16,0.14,3.17,0.003,0.33,0.07,31.47,0.01,177.87,0.73,111,62.3,40,6.63,19.37,25.21,30.14,4.02,13.34,10.9,6,2,5,12.39,1009.42,2.27,5,3.02,10.5,Public Formation,
Public,4008,C04,B07,53,4012.42,,4002.42,0.44,0.2,0.2,4.06,0.003,0.39,0.07,32.83,0.01,192.27,0.68,111,72.23,40,7.49,25.14,24.13,31.35,5.5,12.08,11.14,6,2,9.43,10,919.29,6.63,5,3.67,9.05,Public Formation,
Public,4008,C04,B07,55,4012.58,,4002.58,0.48,0.05,0.63,2.84,0.02,0.31,0.08,32.07,0.02,188.86,0.74,111,56.11,40,7.54,14.38,22.08,26.96,4.25,11,10.26,6,2,5,13.62,670.92,6.02,27.3,4.87,8.06,Public Formation,
Public,4008,C04,B07,57,4012.75,,4002.75,0.46,0.5,1.88,4.05,0.08,0.6,0.09,29.17,0.03,209.78,0.86,111,57.53,40,5.62,8.33,23.34,31.42,7.37,20.55,14.84,6,2,10.14,10,536.28,13.12,61.84,6.3,6.91,Public Formation,
Public,4008,C04,B07,59,4012.92,,4002.92,0.46,0.59,2.15,4.17,0.01,0.54,0.09,30.47,0.04,187.33,0.85,111,30,40,5.27,10.93,20.58,35.99,6.92,22.35,17.73,6,2,5.9,10,618.26,10.4,76.05,5.79,6.27,Public Formation,
Public,4008,C04,B07,61,4013.08,,4003.08,0.5,0.04,0.65,4.26,0.04,0.32,0.1,30.38,0.01,206.35,0.68,111,71.81,40,6.63,16.99,28.22,38.71,4.58,14.31,12.25,6,2,5,21.29,957.89,0.71,21.91,4.82,9.92,Public Formation,
Public,4008,C04,B07,63,4013.25,,4003.25,0.51,0.28,1.67,6.98,0.14,0.74,0.11,25.09,0.06,176.61,0.93,111,388.9,57.46,5.42,181.21,87.04,246.82,12.63,44.67,21.77,6,3.05,10.74,28.63,1044.84,12.34,62.85,10.88,141.92,Public Formation,
Public,4008,C04,B07,65,4013.42,,4003.42,0.49,0.44,2.24,15.05,0.38,1.46,0.23,15.89,0.09,180.98,1.18,526.91,1122.37,73.67,5.37,232.38,92.56,258.68,10.25,36.96,20.77,6,3.14,18.12,21.92,770.71,11.37,53.52,8.33,193.84,Public Formation,
Public,4008,C04,B07,67,4013.58,,4003.58,0.45,0.84,1.98,12.06,0.28,1.68,0.26,20.35,0.08,139.68,1.29,123.51,1193.05,57.53,4.46,248.83,103.14,233.15,10.23,37.85,24.35,6,3.45,10.59,40.35,921.96,15.05,44.26,10.26,203.24,Public Formation,
Public,4008,C04,B07,69,4013.75,,4003.75,0.54,0.48,1.13,8,0.45,1.07,0.2,23.01,0.06,151.53,0.98,111,820.45,53.56,6.13,150.12,56.22,134.23,8.14,23.65,16.68,6,2.69,10.02,24.63,1046.35,8.22,18.51,5.17,123.8,Public Formation,
Public,4008,C04,B07,71,4013.92,,4003.92,0.45,0.05,0.35,3.86,0.003,0.33,0.08,32.18,0.01,179.29,0.68,111,160.64,40,6.93,25.69,29.25,29.64,4.4,13.63,11.33,6,2,5,17.39,1233.86,5.63,5,3.01,10.57,Public Formation,
Public,4008,C04,B07,73,4014.08,,4004.08,0.44,0.6,0.25,4.49,0.04,0.31,0.08,32.88,0.01,196.63,0.67,111,116.18,40,8.17,26.84,29.62,40.74,5.26,11.8,10.18,6,2,6.45,10,1282.67,5.05,5,3.89,6,Public Formation,
Public,4008,C04,B07,75,4014.25,,4004.25,0.4,0.44,0.29,4.8,0.003,0.38,0.08,33.68,0.01,205.72,0.64,111,151.24,40,6.63,30.55,27.25,34.27,4.89,13.72,11.65,6,2,5,21.42,1176.56,3.86,5,3.41,12.05,Public Formation,
Public,4008,C04,B07,77,4014.42,,4004.42,0.48,0.38,0.4,4.19,0.003,0.38,0.1,33.34,0.02,211.48,0.72,111,213.39,40,6.14,30.86,29.49,33.52,3.35,12.51,10.62,6,2,6.96,10,864.73,8.57,5,3.32,11.14,Public Formation,
Public,4008,C04,B07,79,4014.58,,4004.58,0.44,0.44,1.36,11.09,0.19,1.1,0.17,22.93,0.06,171.89,0.98,111,672.29,59.53,5.63,148.99,74.31,160.87,7.83,23.41,15.73,6,2.74,10.34,22.88,1105.09,8.12,11.02,5.44,117.22,Public Formation,
Public,4008,C04,B07,81,4014.75,,4004.75,0.48,0.64,1.11,11.14,0.16,0.97,0.15,23.26,0.05,186.46,0.84,111,634.27,59.37,5.36,109.58,62.1,398.37,7.85,17.55,14.44,6,2.69,10.13,25.32,1061.96,4.96,11.55,5.11,73.36,Public Formation,
Public,4008,C04,B07,83,4014.92,,4004.92,0.49,0.29,1.27,15.01,0.19,0.95,0.17,19.7,0.05,196.37,0.71,111,789.11,85.05,6.51,107.49,47.67,192.65,7.05,14.83,13.04,6,2.49,14.49,11.99,925.38,7.6,18.37,5.35,93.92,Public Formation,
Public,4008,C04,B07,85,4015.08,,4005.08,0.64,0.15,1.18,15.03,0.23,0.83,0.16,14.13,0.06,189.25,0.72,111,738.25,90.02,5.71,125,47.54,162.18,9.92,18.84,14.88,6,2.64,13.3,16.71,821.88,7.95,16.32,5.37,111.13,Public Formation,
Public,4008,C04,B07,87,4015.25,,4005.25,0.48,0.31,0.66,3.51,0.01,0.9,0.09,31.34,0.02,197.37,0.76,111,97.91,40,6.41,24.8,24.01,33.41,4.89,11.56,10.56,6,2.18,11.45,10,672.79,6.19,13.78,0.67,38.35,Public Formation,
Public,4008,C04,B07,89,4015.42,,4005.42,0.39,1.77,0.71,3.19,0.003,0.53,0.09,35.34,0.03,249.34,0.64,111,178.12,40,6.01,18.8,23.64,22.97,3.99,11.5,11.09,6,2,5,10,664.39,9.93,18.42,2.66,11.66,Public Formation,
Public,4008,C04,B07,91,4015.58,,4005.58,0.53,0.46,0.48,3.61,0.03,0.3,0.09,32.08,0.02,224.81,0.74,111,155.9,40,6.97,15.32,22.83,28.15,2.91,13.67,10.32,6,2,5,14.9,735.84,9.4,13.13,3.74,8.07,Public Formation,
Public,4008,C04,B07,93,4015.75,,4005.75,0.43,0.55,0.54,2.68,0.003,0.4,0.07,34.59,0.01,186.84,0.76,111,80.17,40,6.85,18.18,24.85,31.63,4.14,10.24,10.6,6,2,7.32,10,846.03,8.59,5,3.99,8.09,Public Formation,
Public,4008,C04,B07,95,4015.92,,4005.92,0.5,0.59,2.43,12.41,0.25,1.32,0.3,20.48,0.1,160.87,1.25,121.99,869.84,66.37,3.77,153.51,79.89,173.47,10.23,33.48,20.64,6,3.32,24.5,11.11,842.26,14.24,43.26,8.85,155.59,Public Formation,
Public,4008,C04,B07,97,4016.08,,4006.08,0.43,0.64,1.81,13.51,0.5,1.11,0.25,20.54,0.08,188.12,0.96,111,689.07,73.73,3.91,109.85,56.48,128.66,9.84,22.79,16.46,6,3.57,17.41,32.56,969.53,13.43,27.16,7.24,95.6,Public Formation,
Public,4008,C04,B07,99,4016.25,,4006.25,0.53,0.17,0.34,4.2,0.003,0.4,0.08,31.34,0.01,188.01,0.71,111,88.17,40,6.96,22.43,24.91,22.62,3.86,14.27,11.84,6,2.02,6.83,11.42,882.89,9.97,8.43,4.13,14.47,Public Formation,
Public,4008,C04,B07,101,4016.42,,4006.42,0.56,0.04,1.29,3.34,0.003,0.37,0.07,27.97,0.02,197.14,0.76,111,30,40,5.76,13.18,26.5,53,4.08,16.9,12.83,6,2,6.65,10,481.54,7.34,61.36,3.28,7.62,Public Formation,
Public,4008,C04,B07,103,4016.58,,4006.58,0.44,0.47,0.65,3.14,0.003,0.38,0.1,33.92,0.02,205.47,0.75,111,70.5,40,7.27,20.82,23.09,39.33,5.02,15.83,12.53,6,2,7.13,10,662.37,4.07,20.2,3.43,12.65,Public Formation,
Public,4008,C04,B07,105,4016.75,,4006.75,0.44,0.35,1.45,3.25,0.003,0.44,0.1,33.81,0.03,236.42,0.79,111,111.01,40,6.44,22.31,25.64,31.96,3.38,14.7,11.77,6,2,6.29,10,780.33,8.23,26.49,5.16,6.89,Public Formation,
Public,4008,C04,B07,107,4016.92,,4006.92,0.45,0.59,0.48,5.78,0.01,0.37,0.09,32.05,0.02,225.15,0.65,111,165.25,40,7.24,30.86,27.97,34.69,5.2,10.96,11.14,6,2.23,6.76,18.47,1004.19,7.34,5,3.83,16.75,Public Formation,
Public,4008,C04,B07,109,4017.08,,4007.08,0.48,0.83,2.09,12.41,0.35,1.58,0.36,21.63,0.1,150.14,1.36,491.23,1097.22,58.1,5.28,199.31,95.93,232.24,9.84,39.78,26.28,6,3.68,23.13,24.33,987.29,10.48,39.64,6.96,193.47,Public Formation,
Public,4008,C04,B07,111,4017.25,,4007.25,0.44,0.89,1.6,11.73,0.41,1.48,0.25,22.22,0.08,160.78,1.18,111,758.93,63.28,5.45,171.01,79.41,162.3,7.96,39.91,25.49,6,3.15,13.94,25.88,1005.13,8,27.09,8.43,181.31,Public Formation,
Public,4008,C04,B07,113,4017.42,,4007.42,0.43,0.89,2.04,12.59,0.23,1.23,0.29,21.01,0.07,164.62,1.03,286.24,762.16,65.02,4.5,130.54,55.02,116.27,9.9,26.04,21.3,6,3.74,25.44,23.44,926.52,9.07,40.56,5.91,136.98,Public Formation,
Public,4008,C04,B07,115,4017.58,,4007.58,0.48,1.05,2.9,15.49,0.24,1.4,0.43,17.08,0.12,181.46,1.35,642.99,866.05,74.01,5.35,127.96,67.33,142.75,11.46,30.04,20.86,6,4.86,42.23,23.3,734.66,14.1,60.81,6.48,134.03,Public Formation,
Public,4008,C04,B07,117,4017.75,,4007.75,0.45,0.78,0.37,6.91,0.05,0.4,0.09,32.06,0.02,212.35,0.67,111,161.52,40,6.1,31.83,29.76,25.7,3.63,13.17,10.39,6,2,6.72,10,1021.8,6.28,5,1.42,17.23,Public Formation,
Public,4008,C04,B07,119,4017.92,,4007.92,0.35,0.67,0.38,4.83,0.003,0.44,0.1,34.02,0.02,198.72,0.77,111,137.39,40,6.32,32.55,30.37,25.94,5.78,15.57,12.93,6,2,5,10,1044.71,5.45,5,1.85,11.96,Public Formation,
Public,4018,C04,B08,1,4018.08,,4008.08,0.41,0.98,1.27,11.63,0.3,1.09,0.16,23.73,0.05,199.04,0.99,111,522.05,56.32,6.54,119.2,47.69,99.51,6.27,27.72,18.05,6,2.59,6.46,25.96,991.9,4.62,17.02,6.51,130.97,Public Formation,
Public,4018,C04,B08,3,4018.25,,4008.25,0.49,0.76,1.21,9.59,0.17,0.95,0.17,25.76,0.05,182.41,0.82,111,715.58,44.06,4.77,136.52,55.04,107.71,8.04,26.17,15.92,6,2.82,10.89,24.96,1042.87,5.74,18.39,7.4,132.94,Public Formation,
Public,4018,C04,B08,5,4018.42,,4008.42,0.37,0.77,2.89,9.11,0.34,1.71,0.4,21.7,0.12,145.83,1.61,111,1208.08,40,6.9,252.55,114.9,261.19,14.43,48.55,30.53,6,4.18,30.68,23.6,790.77,14.48,66.74,9.33,256.89,Public Formation,
Public,4018,C04,B08,7,4018.58,,4008.58,0.49,0.05,0.57,4.18,0.003,0.36,0.09,32.08,0.02,252.21,0.73,111,182.74,40,6.11,33.15,23.98,35.15,3.68,12.72,11.12,6,2,8.81,10,659.28,11.61,12.35,3.75,9.98,Public Formation,
Public,4018,C04,B08,9,4018.75,,4008.75,0.43,0.4,0.41,3.82,0.13,0.37,0.09,34.19,0.02,200.78,0.76,111,81.63,40,6.02,19.4,27.78,56.22,3.45,12.83,11.41,6,2.08,8.5,10,946.5,4.08,5,2.7,11.77,Public Formation,
Public,4018,C04,B08,11,4018.92,,4008.92,0.39,0.49,0.83,3.49,0.003,0.46,0.1,34.17,0.02,202.19,0.78,111,90.41,40,5.66,17.7,24.28,30.05,3.9,14.88,11.72,6,2.08,10.08,10,829.74,5.67,10.55,2.24,11.61,Public Formation,
Public,4018,C04,B08,13,4019.08,,4009.08,0.44,0.65,1.67,3.85,0.06,0.45,0.09,30.04,0.02,225.23,0.77,111,65.64,40,6.59,12.64,20.12,26.45,5.51,17.68,13.87,6,2,8.99,10,663.32,10.36,33.29,3.33,6,Public Formation,
Public,4018,C04,B08,15,4019.25,,4009.25,0.45,0.79,2.03,13.08,0.26,1.31,0.2,20.3,0.07,170.68,1.13,111,951.3,69.82,4.99,116.9,61.11,109.77,8.04,32.07,17.81,6,2.66,10.03,22,919.2,8.83,39.56,8.33,106.24,Public Formation,
Public,4018,C04,B08,17,4019.42,,4009.42,0.48,1.23,1.93,17.82,0.28,1.26,0.33,16.42,0.09,182.13,0.97,111,1307.27,83.47,4.95,167.55,81.49,271.92,9.24,29.78,17.79,6,3.68,27.7,21.37,608.27,14.46,56.66,7,184.89,Public Formation,
Public,4018,C04,B08,19,4019.58,,4009.58,0.48,0.81,1.36,15.82,0.32,1.13,0.18,18.03,0.06,171.54,0.87,319,896.21,82.9,5.04,130.93,66.47,187.87,7.75,26.22,17.25,6,2.94,20.27,15.78,705.83,9.81,37.91,6.98,144.47,Public Formation,
