,Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,PCA1,PCA2,Chemofacies_Train
129,Public,3998,C04,B06,27,4000.25,,3990.25,0.39,0.72,0.26,3.62,0.003,0.91,0.08,34.66,0.02,176.65,0.72,111,115.74,40,6.89,24.06,24.44,39.66,6,13.27,25,6,2.07,5,14.83,1219.6,5,5,5,6.98,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.260224796,-1.241664743,2
130,Public,3998,C04,B06,29,4000.42,,3990.42,0.29,0.66,0.38,4.27,0.02,0.99,0.1,34.35,0.01,193.38,0.74,111,192.57,40,6.49,35.86,28.6,38.49,6,15.04,25,6,2.11,5,16.01,1131.75,5.1,5,5,12.62,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.006684837,-1.535798203,2
134,Public,3998,C04,B06,37,4001.08,,3991.08,0.33,0.61,0.43,4.54,0.03,1.15,0.09,32.46,0.01,210.04,0.63,111,143.36,40,7.44,31.38,30.05,41.26,6,12.45,25,6,2.03,5,16.02,1167.89,5.83,5,5,18.9,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.205994461,-1.041325394,2
135,Public,3998,C04,B06,39,4001.25,,3991.25,0.38,0.59,0.38,4.76,0.12,1.14,0.08,32.33,0.02,195.68,0.68,111,108.57,40,6.52,28.04,26.04,42.53,6.01,10.97,25,6,2,7.4,10,1110.71,5.48,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.942050659,-0.629800593,2
139,Public,3998,C04,B06,47,4001.92,,3991.92,0.38,1.09,0.67,4.84,0.003,0.49,0.11,34.28,0.02,229.31,0.69,111,208.4,40,6.55,29.46,27.59,52.83,6,12.53,25,6,2.07,5,17.46,1042.35,7,5,5,10.35,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.183286257,-0.398267947,2
140,Public,3998,C04,B06,49,4002.08,,3992.08,0.46,0.42,0.22,2.87,0.003,0.4,0.08,35.8,0.02,208.72,0.71,111,90.22,40,6.37,26.64,29.02,38.78,6,16.56,25,6,2.06,6.92,12.28,1065.2,8.49,5,5,13.61,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.414831362,0.002217971,2
141,Public,3998,C04,B06,51,4002.25,,3992.25,0.49,0.42,0.17,3.79,0.003,0.37,0.07,31.87,0.02,235.77,0.68,111,95.89,40,7.18,27.83,31.28,41.2,6,12.25,25,6,2.12,6.45,12.85,1154.93,8.77,5,5,13.78,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.597782758,0.41284567,2
142,Public,3998,C04,B06,53,4002.42,,3992.42,0.45,0.4,0.49,3.36,0.003,0.92,0.09,33.46,0.02,225.8,0.68,111,104.71,40,5.48,26.26,26.49,24.03,6,11.7,25,6,2,5.31,10,1069.87,6.73,5,5,14.6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.307754472,-0.063903496,2
150,Public,3998,C04,B06,73,4004.08,,3994.08,0.42,0.52,0.39,3.33,0.003,0.43,0.09,33.32,0.02,166.59,0.76,111,136.9,40,5.76,22.21,24.3,36.65,6,13.99,25,6,2,5,15.03,1015.94,5,5,5,11.46,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.11345639,-0.840506404,2
151,Public,3998,C04,B06,75,4004.25,,3994.25,0.44,0.75,0.26,4.42,0.003,0.39,0.08,34.05,0.01,205.44,0.7,111,111.89,40,5.82,28.3,26,34.17,6.3,8.09,25,6,2,5.2,10,999.18,6.53,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.643116326,0.001560042,2
152,Public,3998,C04,B06,77,4004.42,,3994.42,0.53,0.04,0.21,3.62,0.02,0.35,0.06,28.94,0.01,172.79,0.7,111,62.05,40,7.12,24.1,26.08,29.55,6,13.13,25,6,2.05,7.04,11.99,862.3,8.68,5,5,9.74,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.246298324,0.783513934,2
153,Public,3998,C04,B06,79,4004.58,,3994.58,0.48,0.97,2.11,4.73,0.003,0.33,0.13,29.08,0.02,191.83,0.71,111,41.06,40,6.53,11.32,21.47,51.24,6.71,13.15,25,6,2,11.76,10,590.18,14.93,54.67,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.71555614,3.243598708,2
154,Public,3998,C04,B06,81,4004.75,,3994.75,0.56,1.15,1.66,4.22,0.07,0.56,0.11,26.75,0.03,207.24,0.66,111,40.64,40,6.11,9.77,22.31,47.76,6,15.94,25,6,2,11.46,10,667.24,14.51,49.4,6.6,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.38150563,3.154488916,2
155,Public,3998,C04,B06,83,4004.92,,3994.92,0.53,3.42,1.98,4.39,0.06,0.49,0.13,24.45,0.03,227.82,0.72,111,54.11,40.65,4.9,9.18,18.39,69.28,6,21.54,25,6,2,10.19,10,706.97,14.18,43.84,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.121873567,2.551068966,2
160,Public,3998,C04,B06,95,4005.92,,3995.92,0.47,0.54,2.48,5.07,0.12,0.68,0.14,29.6,0.05,194.99,0.9,111,105.27,40,7.18,13.91,25.03,33.77,8.39,19.94,25,6,2.01,8.35,10,760.41,12.04,94.68,5,9.46,Eagle Ford,Lower Eagle Ford,FALSE,2,-1.56355608,3.021337378,2
165,Public,3998,C04,B06,105,4006.75,,3996.75,0.43,0.35,0.44,5.36,0.04,0.47,0.08,32.49,0.02,241.6,0.68,111,79.6,40,7.04,24.47,26.76,38.23,6,13.23,25,6,2,5,12.62,1167.11,6.51,5,5,12.67,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.654315709,0.025171825,2
168,Public,3998,C04,B06,113,4007.42,,3997.42,0.36,0.74,0.66,6.74,0.02,0.47,0.09,32.56,0.02,268.54,0.61,111,120.96,42.28,7.02,26.79,29.21,28.75,6,13.51,25,6,2,5,13.2,1147.75,12.66,6.6,5,13.73,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.487774816,0.688259623,2
171,Public,4008,C04,B07,1,4008.08,,3998.08,0.41,0.59,0.37,4.44,0.003,0.34,0.08,34.92,0.02,247.58,0.66,111,79.07,40,6.85,24.23,27.41,39.79,6,12.43,25,6,2,5,14.81,1120.58,5,5,5,14.39,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.956706974,-0.255230213,2
172,Public,4008,C04,B07,3,4008.25,,3998.25,0.44,0.71,1.36,3.45,0.003,0.38,0.12,35.15,0.02,193,0.74,111,96.59,40,6.21,14.31,22.68,35.51,6.39,12.01,25,6,2,8.93,10,689.78,5.71,16.58,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.952178577,0.985544332,2
173,Public,4008,C04,B07,5,4008.42,,3998.42,0.43,0.69,0.46,3.35,0.01,0.3,0.09,35.47,0.01,220.58,0.72,111,46.57,40,7.27,12.91,24.7,37.84,6,13.13,25,6,2,10.51,10,842.31,6.78,7.63,5,12.11,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.7446936,0.831856623,2
174,Public,4008,C04,B07,7,4008.58,,3998.58,0.38,0.31,0.36,3.25,0.003,0.29,0.09,34.92,0.01,225.67,0.69,111,44.99,40,6.96,21.31,25.9,33.08,6,11.08,25,6,2,5.4,10,754.97,11.1,10.62,5,7.9,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.884969925,1.054167968,2
175,Public,4008,C04,B07,9,4008.75,,3998.75,0.49,0.13,1.9,3.82,0.01,0.4,0.06,28.56,0.01,214.19,0.76,111,30,40,5.72,13.26,22.44,56.53,6,17.15,25,6,2,5,10,800.34,17.47,31.67,6.39,6.14,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.16433655,2.451828175,2
176,Public,4008,C04,B07,11,4008.92,,3998.92,0.49,1.91,2,4.17,0.04,0.52,0.1,27.31,0.02,207.3,0.9,111,62.11,40,5.16,11.77,21.05,42.7,6.9,21.89,25,6,2,7.8,10,800.42,10.44,26.36,5,7.58,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.605576543,1.456915898,2
182,Public,4008,C04,B07,23,4009.92,,3999.92,0.46,0.42,0.33,4.6,0.003,0.4,0.08,32.87,0.02,197.06,0.69,111,172.31,40,6.76,31.6,28.43,33.66,6,12.62,25,6,2,5,12.94,1157.88,5,5,5,13.1,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.450459101,-0.435354659,2
183,Public,4008,C04,B07,25,4010.08,,4000.08,0.45,0.36,0.58,3.18,0.003,0.33,0.1,33.85,0.01,188.49,0.69,111,98.05,40,6.39,12.39,25.18,25.46,6,14.1,25,6,2,8.45,10,905.85,6.11,21.26,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.360242788,0.585994796,2
184,Public,4008,C04,B07,27,4010.25,,4000.25,0.51,0.09,0.26,3.73,0.003,0.35,0.06,31.25,0.02,183.14,0.68,111,87.2,40,6.6,32.14,26.23,28.14,6,10.22,25,6,2,5,25.7,1233.18,5,5,5,19.72,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.280517001,-0.974140559,2
186,Public,4008,C04,B07,31,4010.58,,4000.58,0.4,0.32,1.33,4.89,0.003,0.43,0.14,31.38,0.02,180.17,0.68,111,311.26,40,6.24,28.47,25.4,34.88,6,12.77,25,6,2,7.96,10,1033.5,5,5,5,9.75,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.740274087,-0.034635178,2
191,Public,4008,C04,B07,43,4011.58,,4001.58,0.46,0.43,0.58,5.46,0.05,0.5,0.1,29.22,0.03,219.32,0.7,111,215.44,40,5.44,38.73,27.48,50.17,6,14.11,25,6,2,5,16.44,933.96,6.3,8.38,5,20.64,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.557372864,-0.048601205,2
192,Public,4008,C04,B07,45,4011.75,,4001.75,0.39,0.5,0.32,3.95,0.08,0.44,0.09,34.48,0.02,212.23,0.75,111,118.91,40,6.1,29.52,30.2,43.89,6,13.52,25,6,2.07,5.76,14.02,1032.98,7.47,5,5,14.76,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.166948107,-0.428771029,2
193,Public,4008,C04,B07,47,4011.92,,4001.92,0.5,0.18,0.67,5.3,0.1,0.51,0.1,28.49,0.03,216.19,0.72,111,198.66,40,6.15,26.8,27,38.82,6.43,11.13,25,6,2,5,15.17,1154.43,5,5,5,11.9,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.762301434,-0.139881484,2
194,Public,4008,C04,B07,49,4012.08,,4002.08,0.37,0.48,0.11,4.39,0.04,0.4,0.07,33.62,0.01,173.6,0.68,111,101.94,40,7.54,33.14,31.91,36.74,6,13.04,25,6,2,5,17.6,1391.21,5,5,5,6.91,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.60195021,-1.558831661,2
195,Public,4008,C04,B07,51,4012.25,,4002.25,0.51,0.16,0.14,3.17,0.003,0.33,0.07,31.47,0.01,177.87,0.73,111,62.3,40,6.63,19.37,25.21,30.14,6,13.34,25,6,2,5,12.39,1009.42,5,5,5,10.5,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.589489884,-0.100912099,2
196,Public,4008,C04,B07,53,4012.42,,4002.42,0.44,0.2,0.2,4.06,0.003,0.39,0.07,32.83,0.01,192.27,0.68,111,72.23,40,7.49,25.14,24.13,31.35,6,12.08,25,6,2,9.43,10,919.29,6.63,5,5,9.05,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.703369754,0.509677235,2
197,Public,4008,C04,B07,55,4012.58,,4002.58,0.48,0.05,0.63,2.84,0.02,0.31,0.08,32.07,0.02,188.86,0.74,111,56.11,40,7.54,14.38,22.08,26.96,6,11,25,6,2,5,13.62,670.92,6.02,27.3,5,8.06,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.431914168,1.106835912,2
198,Public,4008,C04,B07,57,4012.75,,4002.75,0.46,0.5,1.88,4.05,0.08,0.6,0.09,29.17,0.03,209.78,0.86,111,57.53,40,5.62,8.33,23.34,31.42,7.37,20.55,25,6,2,10.14,10,536.28,13.12,61.84,6.3,6.91,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.157000289,2.866916392,2
199,Public,4008,C04,B07,59,4012.92,,4002.92,0.46,0.59,2.15,4.17,0.01,0.54,0.09,30.47,0.04,187.33,0.85,111,30,40,5.27,10.93,20.58,35.99,6.92,22.35,25,6,2,5.9,10,618.26,10.4,76.05,5.79,6.27,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.270304583,2.311129795,2
200,Public,4008,C04,B07,61,4013.08,,4003.08,0.5,0.04,0.65,4.26,0.04,0.32,0.1,30.38,0.01,206.35,0.68,111,71.81,40,6.63,16.99,28.22,38.71,6,14.31,25,6,2,5,21.29,957.89,5,21.91,5,9.92,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.056827281,0.144539133,2
205,Public,4008,C04,B07,71,4013.92,,4003.92,0.45,0.05,0.35,3.86,0.003,0.33,0.08,32.18,0.01,179.29,0.68,111,160.64,40,6.93,25.69,29.25,29.64,6,13.63,25,6,2,5,17.39,1233.86,5.63,5,5,10.57,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.449280159,-0.782178682,2
206,Public,4008,C04,B07,73,4014.08,,4004.08,0.44,0.6,0.25,4.49,0.04,0.31,0.08,32.88,0.01,196.63,0.67,111,116.18,40,8.17,26.84,29.62,40.74,6,11.8,25,6,2,6.45,10,1282.67,5.05,5,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.852018411,-0.321622852,2
207,Public,4008,C04,B07,75,4014.25,,4004.25,0.4,0.44,0.29,4.8,0.003,0.38,0.08,33.68,0.01,205.72,0.64,111,151.24,40,6.63,30.55,27.25,34.27,6,13.72,25,6,2,5,21.42,1176.56,5,5,5,12.05,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.522294331,-1.037588115,2
208,Public,4008,C04,B07,77,4014.42,,4004.42,0.48,0.38,0.4,4.19,0.003,0.38,0.1,33.34,0.02,211.48,0.72,111,213.39,40,6.14,30.86,29.49,33.52,6,12.51,25,6,2,6.96,10,864.73,8.57,5,5,11.14,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.175587707,0.698948133,2
213,Public,4008,C04,B07,87,4015.25,,4005.25,0.48,0.31,0.66,3.51,0.01,0.9,0.09,31.34,0.02,197.37,0.76,111,97.91,40,6.41,24.8,24.01,33.41,6,11.56,25,6,2.18,11.45,10,672.79,6.19,13.78,5,38.35,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.555707687,1.02542217,2
214,Public,4008,C04,B07,89,4015.42,,4005.42,0.39,1.77,0.71,3.19,0.003,0.53,0.09,35.34,0.03,249.34,0.64,111,178.12,40,6.01,18.8,23.64,22.97,6,11.5,25,6,2,5,10,664.39,9.93,18.42,5,11.66,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.400766306,1.146848915,2
215,Public,4008,C04,B07,91,4015.58,,4005.58,0.53,0.46,0.48,3.61,0.03,0.3,0.09,32.08,0.02,224.81,0.74,111,155.9,40,6.97,15.32,22.83,28.15,6,13.67,25,6,2,5,14.9,735.84,9.4,13.13,5,8.07,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.285905638,1.31043632,2
216,Public,4008,C04,B07,93,4015.75,,4005.75,0.43,0.55,0.54,2.68,0.003,0.4,0.07,34.59,0.01,186.84,0.76,111,80.17,40,6.85,18.18,24.85,31.63,6,10.24,25,6,2,7.32,10,846.03,8.59,5,5,8.09,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.582159583,0.522228876,2
219,Public,4008,C04,B07,99,4016.25,,4006.25,0.53,0.17,0.34,4.2,0.003,0.4,0.08,31.34,0.01,188.01,0.71,111,88.17,40,6.96,22.43,24.91,22.62,6,14.27,25,6,2.02,6.83,11.42,882.89,9.97,8.43,5,14.47,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.209272996,1.018292256,2
220,Public,4008,C04,B07,101,4016.42,,4006.42,0.56,0.04,1.29,3.34,0.003,0.37,0.07,27.97,0.02,197.14,0.76,111,30,40,5.76,13.18,26.5,53,6,16.9,25,6,2,6.65,10,481.54,7.34,61.36,5,7.62,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.276689185,2.429174212,2
221,Public,4008,C04,B07,103,4016.58,,4006.58,0.44,0.47,0.65,3.14,0.003,0.38,0.1,33.92,0.02,205.47,0.75,111,70.5,40,7.27,20.82,23.09,39.33,6,15.83,25,6,2,7.13,10,662.37,5,20.2,5,12.65,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.35335634,0.919229629,2
222,Public,4008,C04,B07,105,4016.75,,4006.75,0.44,0.35,1.45,3.25,0.003,0.44,0.1,33.81,0.03,236.42,0.79,111,111.01,40,6.44,22.31,25.64,31.96,6,14.7,25,6,2,6.29,10,780.33,8.23,26.49,5.16,6.89,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.967288201,1.401254898,2
223,Public,4008,C04,B07,107,4016.92,,4006.92,0.45,0.59,0.48,5.78,0.01,0.37,0.09,32.05,0.02,225.15,0.65,111,165.25,40,7.24,30.86,27.97,34.69,6,10.96,25,6,2.23,6.76,18.47,1004.19,7.34,5,5,16.75,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.202927896,0.228736434,2
227,Public,4008,C04,B07,117,4017.75,,4007.75,0.45,0.78,0.37,6.91,0.05,0.4,0.09,32.06,0.02,212.35,0.67,111,161.52,40,6.1,31.83,29.76,25.7,6,13.17,25,6,2,6.72,10,1021.8,6.28,5,5,17.23,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.114047542,0.143580814,2
228,Public,4008,C04,B07,119,4017.92,,4007.92,0.35,0.67,0.38,4.83,0.003,0.44,0.1,34.02,0.02,198.72,0.77,111,137.39,40,6.32,32.55,30.37,25.94,6,15.57,25,6,2,5,10,1044.71,5.45,5,5,11.96,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.337884775,-0.621047019,2
231,Public,4018,C04,B08,7,4018.58,,4008.58,0.49,0.05,0.57,4.18,0.003,0.36,0.09,32.08,0.02,252.21,0.73,111,182.74,40,6.11,33.15,23.98,35.15,6,12.72,25,6,2,8.81,10,659.28,11.61,12.35,5,9.98,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.171238485,1.988153644,2
232,Public,4018,C04,B08,9,4018.75,,4008.75,0.43,0.4,0.41,3.82,0.13,0.37,0.09,34.19,0.02,200.78,0.76,111,81.63,40,6.02,19.4,27.78,56.22,6,12.83,25,6,2.08,8.5,10,946.5,5,5,5,11.77,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.113635457,-0.100156842,2
233,Public,4018,C04,B08,11,4018.92,,4008.92,0.39,0.49,0.83,3.49,0.003,0.46,0.1,34.17,0.02,202.19,0.78,111,90.41,40,5.66,17.7,24.28,30.05,6,14.88,25,6,2.08,10.08,10,829.74,5.67,10.55,5,11.61,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.03547231,0.322151488,2
234,Public,4018,C04,B08,13,4019.08,,4009.08,0.44,0.65,1.67,3.85,0.06,0.45,0.09,30.04,0.02,225.23,0.77,111,65.64,40,6.59,12.64,20.12,26.45,6,17.68,25,6,2,8.99,10,663.32,10.36,33.29,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.550816678,2.081037172,2
238,Public,4018,C04,B08,21,4019.75,,4009.75,0.4,0.72,0.67,4.71,0.003,0.42,0.11,34.51,0.03,218.23,0.7,111,202.4,40,6.85,31.47,27.06,37.49,6,12.26,25,6,2,6.26,11.09,888.16,9.18,8.6,5,18.99,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.158448585,0.582812969,2
239,Public,4018,C04,B08,25,4020.08,,4010.08,0.44,0.63,0.46,3.38,0.02,0.46,0.09,35.29,0.02,195.31,0.8,111,108.43,40,5.77,25.41,25.38,33.68,6,13.95,25,6,2,5,10,968.47,5,8.47,5,10.15,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.311360327,-0.274072388,2
240,Public,4018,C04,B08,27,4020.25,,4010.25,0.48,0.54,1.05,11.64,0.11,0.53,0.11,24.54,0.04,270.14,0.59,111,375.2,66.52,6.43,31.18,29.16,41.71,6,11.59,25,6,2,7.23,11.2,651.07,13.3,25.95,5,19.39,Eagle Ford,Lower Eagle Ford,FALSE,2,-2.599492212,3.006401716,2
249,Public,4018,C04,B08,47,4021.92,,4011.92,0.43,0.14,0.6,5.06,0.003,0.39,0.09,33.32,0.02,256.47,0.71,111,141.22,40,6.18,22.18,26.07,32.76,6,13.71,25,6,2.07,8.73,10,775.72,9.55,7.91,5,16.63,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.357191866,1.349944071,2
250,Public,4018,C04,B08,49,4022.08,,4012.08,0.43,0.74,0.26,5.37,0.02,0.48,0.08,33.08,0.01,197.15,0.76,111,111.88,40,6.87,24.19,27.91,27.81,6,15.24,25,6,2,5,14.64,1018.08,6,5,5.39,16.51,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.248788345,-0.360491737,2
251,Public,4018,C04,B08,51,4022.25,,4012.25,0.4,0.55,0.4,4.82,0.03,0.6,0.09,34.01,0.02,210.64,0.76,111,133.26,40,7.49,30.62,26.46,43.86,6,16.5,25,6,2,6.81,10,954.46,6.89,5,5,8.12,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.292806089,0.123780049,2
260,Public,4018,C04,B08,71,4023.92,,4013.92,0.34,0.68,0.55,3.65,0.02,0.69,0.09,35.57,0.03,212.16,0.86,111,119.03,40,5.24,29.94,27.76,29.49,6,18.98,25,6,2,5,12.79,992.26,9.08,5.31,5,7.39,Eagle Ford,Lower Eagle Ford,FALSE,2,-3.852969271,-0.569217889,2
261,Public,4018,C04,B08,73,4024.08,,4014.08,0.39,0.43,0.38,2.55,0.003,0.6,0.07,36.02,0.01,181.8,0.88,111,59.68,40,5.69,19.34,28.04,26.55,6,17.28,25,6,2,5,10,991.63,9.85,7.84,5,6,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.216105856,-0.295066201,2
262,Public,4018,C04,B08,79,4024.58,,4014.58,0.42,0.63,0.34,5.58,0.04,0.46,0.09,33.27,0.01,232.92,0.67,111,120.3,40,6.01,21.84,25.28,23.79,6,11.46,25,6,2,5,14.17,916.92,5,5,5,10.22,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.603320082,-0.02065932,2
263,Public,4018,C04,B08,81,4024.75,,4014.75,0.36,1.16,0.33,4.16,0.02,0.53,0.09,34.69,0.01,216.29,0.75,111,91.62,40,6.78,24.97,26.31,28.85,6,14.07,25,6,2,5,21.14,835.09,5,9.29,5,13.36,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.380557506,-0.610079495,2
264,Public,4018,C04,B08,83,4024.92,,4014.92,0.4,0.83,0.36,5,0.06,0.41,0.08,33.22,0.01,225.32,0.68,111,133.23,40,6.45,26.32,26.73,26.31,6,13.12,25,6,2,6.01,10,861.55,7.74,11.15,5,10.51,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.480880509,0.492237339,2
265,Public,4018,C04,B08,85,4025.08,,4015.08,0.35,0.74,0.5,4.57,0.05,0.51,0.1,34.2,0.02,239.59,0.74,111,116.1,40,6.35,24.35,24.06,38.53,6,11.14,25,6,2,5,10,874.73,5.17,5,5,14.65,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.621650324,0.01382448,2
266,Public,4018,C04,B08,87,4025.25,,4015.25,0.38,1.13,0.54,4.34,0.003,0.45,0.09,35.44,0.02,274.09,0.71,111,150.19,40,7.11,26.77,25.24,31.22,6,12.57,25,6,2,5,10,895.36,6.36,5.61,5.24,16.2,Eagle Ford,Lower Eagle Ford,FALSE,2,-4.934670635,0.540932595,2
