,Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,PCA1,PCA2,Chemofacies_train
65,Public,3988,C04,B05,17,3989.42,,3979.42,0.51,1.39,1.46,9.6,0.23,0.79,0.24,21.6,0.06,249.62,0.87,111.0,80.46,69.23,5.27,40.43,38.51,70.08,8.68,17.77,25.0,6,2.88,19.43,11.52,987.52,14.66,38.45,5.36,6.0,Eagle Ford,Lower Eagle Ford,False,3,0.3385348779011922,2.956124277341818,
66,Public,3988,C04,B05,19,3989.58,,3979.58,0.48,0.49,1.1,4.65,0.02,0.49,0.11,29.8,0.03,218.09,0.69,111.0,36.98,40.0,5.91,13.45,27.23,41.9,6.0,10.88,25.0,6,2.0,5.0,11.19,1127.78,10.54,12.34,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-3.8842231023602487,0.7899630715275211,
67,Public,3988,C04,B05,21,3989.75,,3979.75,0.46,0.8,0.57,4.09,0.003,0.31,0.11,33.0,0.03,247.95,0.69,111.0,30.0,40.0,6.65,15.9,26.74,26.33,6.01,11.78,25.0,6,2.13,6.27,12.24,1116.61,5.23,8.23,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.667084526592286,0.33870191389014453,
68,Public,3988,C04,B05,23,3989.92,,3979.92,0.36,0.58,1.17,4.0,0.04,0.58,0.15,34.17,0.03,238.27,0.83,111.0,48.82,40.0,6.73,14.95,28.52,24.89,6.0,14.36,25.0,6,2.0,5.02,10.0,1074.87,6.09,23.67,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.1074753811813185,0.29088641968598034,
69,Public,3988,C04,B05,25,3990.08,,3980.08,0.62,0.31,1.37,7.16,0.17,0.52,0.11,22.65,0.03,237.08,0.67,111.0,105.18,48.84,6.53,31.65,28.19,48.89,6.14,13.62,25.0,6,2.33,12.41,11.55,1148.59,10.1,15.71,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-2.560255609958755,2.0353012431599926,
70,Public,3988,C04,B05,27,3990.25,,3980.25,0.48,0.94,0.56,6.29,0.46,0.74,0.12,24.06,0.04,233.6,0.76,111.0,120.15,56.31,6.75,43.46,38.02,87.26,6.0,19.17,25.0,6,2.26,8.48,14.88,1128.76,14.07,18.73,6.18,6.54,Eagle Ford,Lower Eagle Ford,False,2,-1.5260474448071113,0.9006794279299474,
71,Public,3988,C04,B05,29,3990.42,,3980.42,0.48,2.26,0.81,7.8,0.15,0.87,0.15,24.32,0.04,253.26,0.83,111.0,140.01,63.95,6.25,43.39,32.32,68.93,6.58,21.24,25.0,6,2.63,12.18,18.48,1095.61,9.96,18.12,5.0,6.9,Eagle Ford,Lower Eagle Ford,False,2,-1.445512441051043,0.8682982031115343,
72,Public,3988,C04,B05,31,3990.58,,3980.58,0.53,1.28,1.37,10.47,0.28,1.37,0.23,17.37,0.08,221.36,1.28,111.0,191.08,90.88,3.64,85.99,53.08,124.53,8.34,28.65,25.0,6,3.32,19.56,25.48,867.31,15.06,52.0,6.5,27.76,Eagle Ford,Lower Eagle Ford,False,3,3.6217456045175997,1.849232153503165,
73,Public,3988,C04,B05,33,3990.75,,3980.75,0.56,0.47,1.55,9.81,0.29,1.75,0.22,15.69,0.09,170.9,1.73,111.0,216.29,81.42,7.56,95.73,61.88,131.99,8.95,37.04,25.0,6,3.08,13.8,27.44,831.24,11.96,55.93,8.92,45.25,Eagle Ford,Lower Eagle Ford,False,3,4.523258076262424,1.2173772933637739,
74,Public,3988,C04,B05,35,3990.92,,3980.92,0.4,0.08,1.15,10.03,0.26,1.2,0.18,22.11,0.07,199.67,1.02,292.45,418.58,77.05,5.39,97.33,62.58,133.69,8.36,25.8,25.0,6,2.72,8.0,26.3,1169.35,7.49,16.94,5.68,39.92,Eagle Ford,Lower Eagle Ford,False,1,1.449777757578479,-1.1009268409571975,
75,Public,3988,C04,B05,37,3991.08,,3981.08,0.49,0.52,1.12,9.3,0.23,1.53,0.14,21.91,0.06,190.12,1.27,111.0,405.63,68.37,4.76,94.47,61.91,148.9,8.53,31.12,25.0,6,2.5,10.84,16.54,1247.66,10.18,12.91,5.23,35.87,Eagle Ford,Lower Eagle Ford,False,1,1.504284303638054,-0.7899943402919661,
76,Public,3988,C04,B05,39,3991.25,,3981.25,0.55,0.31,1.21,10.44,0.16,0.91,0.19,22.64,0.06,198.18,0.83,111.0,436.5,79.34,5.94,70.23,50.5,91.12,8.56,19.48,25.0,6,2.69,14.87,15.14,1059.77,9.07,14.0,5.19,33.6,Eagle Ford,Lower Eagle Ford,False,1,0.389877185471359,1.2040603530446738,
77,Public,3988,C04,B05,41,3991.42,,3981.42,0.55,0.18,1.11,7.45,0.21,0.93,0.2,24.04,0.06,173.5,0.91,111.0,488.86,50.97,4.84,110.12,67.95,216.81,7.04,25.17,25.0,6,2.97,13.64,23.43,1192.17,8.21,22.89,5.63,56.35,Eagle Ford,Lower Eagle Ford,False,1,1.4418720098614166,-0.977902835625089,
78,Public,3988,C04,B05,43,3991.58,,3981.58,0.5,0.52,1.09,7.89,0.18,1.07,0.17,25.98,0.06,170.48,1.01,111.0,374.33,57.51,4.8,77.44,52.63,90.4,6.72,28.18,25.0,6,2.68,8.57,24.02,1308.05,6.39,6.2,5.99,35.9,Eagle Ford,Lower Eagle Ford,False,1,0.3062006509803985,-1.5953499917001577,
79,Public,3988,C04,B05,45,3991.75,,3981.75,0.66,0.04,0.65,8.43,0.16,0.62,0.14,21.11,0.04,197.37,0.7,111.0,342.38,55.12,6.86,72.01,47.44,86.55,7.49,19.04,25.0,6,2.83,12.87,22.3,1119.84,11.03,14.87,6.16,21.53,Eagle Ford,Lower Eagle Ford,False,1,-0.5360741523637673,1.1545495746024983,
80,Public,3988,C04,B05,49,3992.08,,3982.08,0.52,0.32,1.23,8.37,0.14,0.78,0.22,26.5,0.06,183.65,0.76,111.0,495.71,68.17,5.29,84.22,52.97,104.45,6.77,24.42,25.0,6,3.08,13.16,26.02,1236.25,11.08,12.65,5.0,32.77,Eagle Ford,Lower Eagle Ford,False,1,0.5131724107465722,-0.21593105923626238,
81,Public,3988,C04,B05,51,3992.25,,3982.25,0.49,0.4,0.93,9.25,0.19,0.84,0.16,26.12,0.05,184.52,0.83,111.0,460.88,56.8,7.0,70.66,46.33,92.25,6.54,15.88,25.0,6,2.41,10.48,11.72,1392.45,8.09,5.0,5.0,29.02,Eagle Ford,Lower Eagle Ford,False,1,-1.2452985846172613,-0.23808492455713265,
82,Public,3988,C04,B05,53,3992.42,,3982.42,0.55,0.04,0.76,6.02,0.16,0.71,0.13,24.7,0.04,177.07,0.73,111.0,413.2,45.91,5.24,94.91,47.48,105.48,6.0,21.04,25.0,6,2.58,5.0,27.87,1384.08,5.0,5.0,5.0,55.81,Eagle Ford,Lower Eagle Ford,False,1,-1.1505946839751162,-1.978726910097255,
83,Public,3988,C04,B05,55,3992.58,,3982.58,0.48,0.04,0.69,6.01,0.13,0.75,0.15,27.8,0.04,182.07,0.79,111.0,437.53,40.0,5.19,71.58,42.66,93.78,6.39,14.26,25.0,6,2.12,5.78,13.87,1440.26,5.0,5.0,5.0,38.64,Eagle Ford,Lower Eagle Ford,False,2,-2.172712270209966,-1.5000396851142173,
84,Public,3988,C04,B05,57,3992.75,,3982.75,0.46,0.13,0.66,7.03,0.12,0.7,0.13,26.83,0.04,198.47,0.68,111.0,407.14,40.0,5.31,113.73,65.09,142.04,8.43,29.95,25.0,6,3.19,14.93,25.7,1317.87,5.97,13.29,5.85,83.42,Eagle Ford,Lower Eagle Ford,False,1,0.11480172978810604,-1.6934825976753642,
85,Public,3988,C04,B05,59,3992.92,,3982.92,0.5,0.04,1.08,7.38,0.23,0.98,0.19,23.75,0.07,165.56,1.06,111.0,568.52,50.32,3.36,130.54,74.22,179.71,9.19,31.66,25.0,6,3.12,14.18,24.8,1347.84,5.0,15.53,6.31,87.75,Eagle Ford,Lower Eagle Ford,False,1,2.4484732441356916,-2.300380894638374,
86,Public,3988,C04,B05,61,3993.08,,3983.08,0.52,0.04,0.16,4.63,0.08,0.32,0.07,30.47,0.01,202.72,0.64,111.0,126.44,40.0,7.47,23.59,23.16,32.19,6.0,10.11,25.0,6,2.02,9.14,10.0,1275.56,5.17,5.0,5.0,8.69,Eagle Ford,Lower Eagle Ford,False,2,-4.703100978492411,0.2383557930833241,
87,Public,3988,C04,B05,63,3993.25,,3983.25,0.48,0.25,0.13,4.77,0.02,0.33,0.06,31.02,0.01,175.16,0.66,111.0,84.26,40.0,7.48,18.16,23.34,28.95,6.0,11.47,25.0,6,2.0,5.0,10.0,1371.11,5.0,5.0,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.883135948130301,-0.48045519776827034,
88,Public,3988,C04,B05,65,3993.42,,3983.42,0.45,0.59,0.21,2.69,0.003,0.58,0.09,35.27,0.01,201.32,0.76,111.0,72.44,40.0,6.73,23.24,28.54,26.24,6.0,13.23,25.0,6,2.08,5.0,13.0,1160.87,5.0,5.0,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.653668650192022,-0.6302254488529083,
89,Public,3988,C04,B05,67,3993.58,,3983.58,0.54,0.21,0.22,4.13,0.04,0.27,0.07,30.59,0.01,201.1,0.61,111.0,89.88,40.0,6.66,23.21,26.75,35.8,6.0,10.54,25.0,6,2.03,5.0,17.83,1309.35,5.0,5.0,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.62893452087722,-0.44561137133971085,
90,Public,3988,C04,B05,69,3993.75,,3983.75,0.44,0.8,1.99,11.88,0.3,1.69,0.26,21.96,0.09,176.58,1.04,387.32,879.47,69.75,5.46,122.92,71.77,224.64,8.76,22.69,25.0,6,3.18,13.47,28.01,1063.19,5.37,26.61,6.7,90.92,Eagle Ford,Lower Eagle Ford,False,4,4.190529321722917,-1.2446896119440316,
91,Public,3988,C04,B05,71,3993.92,,3983.92,0.49,0.22,1.18,9.61,0.23,0.89,0.2,23.72,0.06,181.97,0.91,111.0,586.54,60.83,6.97,78.07,50.16,118.31,6.0,20.32,25.0,6,2.66,9.07,21.38,1309.06,8.63,5.0,5.49,37.08,Eagle Ford,Lower Eagle Ford,False,1,-0.016372357806923102,-0.6346944612566006,
92,Public,3988,C04,B05,73,3994.08,,3984.08,0.42,0.52,0.75,9.68,0.16,0.74,0.13,26.72,0.04,219.83,0.69,111.0,410.55,45.89,7.22,74.11,39.76,68.25,6.0,16.61,25.0,6,2.35,7.51,15.76,1274.19,6.26,5.0,5.21,32.22,Eagle Ford,Lower Eagle Ford,False,2,-2.302028788926887,-0.5454237933494419,
93,Public,3988,C04,B05,75,3994.25,,3984.25,0.76,0.04,0.8,8.85,0.2,0.71,0.17,18.82,0.05,163.76,0.82,111.0,557.4,57.6,6.34,98.71,60.11,133.3,8.78,22.99,25.0,6,3.01,12.85,26.67,1108.74,5.0,21.22,6.24,64.33,Eagle Ford,Lower Eagle Ford,False,1,1.2801987251974658,0.1749048126207735,
94,Public,3988,C04,B05,77,3994.42,,3984.42,0.41,0.78,0.99,9.05,0.09,0.89,0.13,27.25,0.04,199.21,0.72,111.0,416.43,55.24,5.14,82.93,43.89,57.57,7.08,19.58,25.0,6,2.35,5.0,22.29,1287.66,5.16,5.0,5.41,44.72,Eagle Ford,Lower Eagle Ford,False,1,-1.4542279809863654,-1.5370821088377025,
95,Public,3988,C04,B05,79,3994.58,,3984.58,0.34,0.45,1.8,9.97,0.39,1.7,0.25,22.76,0.11,172.3,1.41,217.49,686.12,63.72,4.7,120.73,67.38,110.57,7.91,32.36,25.0,6,3.1,8.4,34.59,1133.66,5.91,29.97,7.52,97.39,Eagle Ford,Lower Eagle Ford,False,4,4.1257176928679105,-2.459258241799995,
96,Public,3988,C04,B05,81,3994.75,,3984.75,0.47,0.29,1.1,8.01,0.42,0.89,0.15,25.32,0.05,186.52,0.85,111.0,462.84,55.12,5.28,82.4,52.39,131.39,6.82,24.69,25.0,6,2.49,8.4,19.16,1256.6,9.63,24.17,7.24,40.26,Eagle Ford,Lower Eagle Ford,False,1,0.48428938970659446,-0.7342969278821766,
97,Public,3988,C04,B05,83,3994.92,,3984.92,0.48,0.35,1.4,6.85,0.08,0.94,0.21,25.16,0.08,177.3,1.02,111.0,357.21,61.0,6.21,88.33,61.23,134.51,6.27,29.69,25.0,6,2.75,13.8,17.14,988.61,12.53,51.46,6.57,43.97,Eagle Ford,Lower Eagle Ford,False,1,1.1789655328938584,0.9424800281903774,
98,Public,3988,C04,B05,85,3995.08,,3985.08,0.47,0.14,0.38,3.81,0.003,0.54,0.08,32.08,0.02,218.53,0.75,111.0,78.81,40.0,6.94,24.18,29.03,25.87,6.0,12.69,25.0,6,2.0,5.0,12.4,1160.73,6.27,12.13,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.528916815090447,0.06346979428103605,
99,Public,3988,C04,B05,87,3995.25,,3985.25,0.53,0.04,0.32,4.82,0.03,0.31,0.08,30.53,0.02,205.65,0.65,111.0,80.82,40.0,7.56,23.45,29.12,49.66,6.0,12.18,25.0,6,2.0,6.15,10.0,1128.71,20.73,5.0,6.19,6.0,Eagle Ford,Lower Eagle Ford,False,2,-3.899265852775423,1.9399113996430981,
100,Public,3988,C04,B05,89,3995.42,,3985.42,0.4,0.77,0.3,4.68,0.003,0.39,0.09,34.85,0.02,249.06,0.65,111.0,103.15,40.0,6.68,26.94,26.36,71.97,6.0,14.76,25.0,6,2.0,5.0,13.16,1237.85,7.98,5.0,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.725046341893868,-0.26420057585478773,
101,Public,3988,C04,B05,91,3995.58,,3985.58,0.44,1.67,2.63,9.9,0.46,1.91,0.37,20.89,0.13,163.42,1.61,717.86,731.33,62.74,5.25,234.01,109.09,268.37,12.82,43.29,28.7,6,3.92,22.59,28.98,911.01,9.84,80.34,8.84,170.18,Eagle Ford,Lower Eagle Ford,False,4,10.480953020286872,-1.5820831580879133,
102,Public,3988,C04,B05,93,3995.75,,3985.75,0.46,0.61,0.59,9.81,0.14,0.72,0.1,26.44,0.03,211.06,0.62,111.0,329.74,64.09,5.81,71.25,39.23,80.9,6.29,13.73,25.0,6,2.41,5.73,23.36,1308.34,5.0,5.0,5.0,42.41,Eagle Ford,Lower Eagle Ford,False,1,-2.092285213025159,-1.0630408115692698,
103,Public,3988,C04,B05,95,3995.92,,3985.92,0.47,0.22,1.08,4.87,0.06,0.44,0.15,30.77,0.03,204.82,0.64,111.0,383.07,40.0,6.92,35.77,28.63,49.09,7.33,14.94,25.0,6,2.01,7.12,10.0,1117.88,10.12,5.11,5.15,14.99,Eagle Ford,Lower Eagle Ford,False,2,-3.2905646515617013,0.6810990474205894,
104,Public,3988,C04,B05,97,3996.08,,3986.08,0.49,0.55,1.33,10.99,0.16,0.91,0.18,24.51,0.05,180.01,0.73,111.0,653.27,55.79,5.37,91.67,55.87,130.82,6.73,24.15,25.0,6,2.78,8.72,28.31,1180.57,8.0,15.55,5.2,64.06,Eagle Ford,Lower Eagle Ford,False,1,0.5686153502617829,-1.099783753881309,
105,Public,3988,C04,B05,99,3996.25,,3986.25,0.44,0.95,1.23,9.47,0.23,1.09,0.22,26.19,0.06,160.1,0.95,111.0,811.83,53.8,4.51,119.91,71.6,184.87,10.19,25.58,25.0,6,2.83,5.79,30.98,1266.38,7.14,18.94,7.77,90.72,Eagle Ford,Lower Eagle Ford,False,1,2.5544778125110503,-2.512939392608372,
106,Public,3988,C04,B05,101,3996.42,,3986.42,0.38,0.65,1.11,10.23,0.1,0.9,0.18,26.15,0.05,188.65,0.82,111.0,695.57,52.01,6.95,104.97,56.51,145.04,6.0,21.13,25.0,6,2.55,8.79,19.17,1243.88,5.0,13.3,5.66,59.02,Eagle Ford,Lower Eagle Ford,False,1,-0.4140083528812376,-1.396468074482907,
107,Public,3988,C04,B05,103,3996.58,,3986.58,0.38,0.43,0.81,9.11,0.26,0.76,0.13,27.11,0.04,178.78,0.71,111.0,530.89,53.67,6.46,87.1,45.21,81.45,6.0,19.46,25.0,6,2.22,5.0,18.46,1373.02,5.0,5.0,6.51,40.0,Eagle Ford,Lower Eagle Ford,False,1,-1.4152997593105894,-1.7506028850971167,
108,Public,3988,C04,B05,105,3996.75,,3986.75,0.41,0.52,0.91,8.19,0.2,0.9,0.15,28.49,0.04,194.45,0.83,111.0,549.25,40.0,6.72,81.64,41.81,84.79,6.0,17.58,25.0,6,2.47,5.0,27.23,1542.44,5.0,5.0,5.0,45.73,Eagle Ford,Lower Eagle Ford,False,1,-1.590299614468091,-2.4102790062587722,
109,Public,3988,C04,B05,107,3996.92,,3986.92,0.38,0.74,0.71,9.61,0.13,0.81,0.13,27.23,0.04,192.97,0.72,111.0,484.8,57.54,5.39,83.8,52.27,95.84,6.0,19.24,25.0,6,2.44,5.0,23.07,1326.34,5.0,5.0,5.0,48.76,Eagle Ford,Lower Eagle Ford,False,1,-1.3827426148746793,-2.021990587537286,
110,Public,3988,C04,B05,109,3997.08,,3987.08,0.38,0.97,0.22,3.04,0.003,0.52,0.09,35.62,0.02,177.14,0.8,111.0,129.16,40.0,6.15,24.07,28.03,31.71,6.0,18.11,25.0,6,2.0,5.0,12.59,1264.12,5.0,5.0,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.29535574050587,-1.4105982884276849,
111,Public,3988,C04,B05,111,3997.25,,3987.25,0.41,0.65,0.3,4.57,0.003,0.37,0.08,35.4,0.01,187.58,0.63,111.0,156.57,40.0,7.11,32.06,26.96,28.43,6.0,11.92,25.0,6,2.13,5.0,18.88,1421.28,5.0,5.0,5.0,6.84,Eagle Ford,Lower Eagle Ford,False,2,-4.659045109640828,-1.3600161825275094,
112,Public,3988,C04,B05,113,3997.42,,3987.42,0.38,0.77,1.67,7.42,0.3,1.53,0.35,27.46,0.09,153.74,1.1,111.0,1064.09,62.95,5.01,169.57,106.08,240.18,10.49,41.56,25.0,6,3.61,17.49,29.64,1132.35,9.52,36.27,6.55,124.94,Eagle Ford,Lower Eagle Ford,False,4,5.680368364937955,-2.3147203483566807,
113,Public,3988,C04,B05,115,3997.58,,3987.58,0.42,0.9,0.91,10.02,0.23,0.89,0.14,26.94,0.04,208.38,0.8,111.0,500.07,64.13,5.41,91.16,51.52,127.92,6.0,19.75,25.0,6,2.37,7.73,17.45,1290.08,5.11,5.0,5.0,53.61,Eagle Ford,Lower Eagle Ford,False,1,-0.8810308761303477,-1.3873384940897107,
114,Public,3988,C04,B05,117,3997.75,,3987.75,0.44,0.56,0.78,7.9,0.01,0.76,0.12,29.4,0.03,198.36,0.71,111.0,437.3,42.58,7.13,63.48,41.1,94.51,6.0,17.74,25.0,6,2.29,5.0,29.36,1554.92,5.0,5.0,5.0,41.75,Eagle Ford,Lower Eagle Ford,False,2,-2.477092409276343,-2.1295739747625184,
115,Public,3988,C04,B05,119,3997.92,,3987.92,0.38,1.17,1.07,8.33,0.25,1.66,0.21,27.98,0.06,174.98,0.99,111.0,707.18,56.82,5.13,104.84,66.25,139.15,6.98,29.93,25.0,6,2.65,6.34,25.36,1353.5,5.2,5.0,5.0,91.06,Eagle Ford,Lower Eagle Ford,False,1,1.202018500555726,-3.1441700488457327,
116,Public,3998,C04,B06,1,3998.08,,3988.08,0.42,0.82,1.28,10.82,0.23,1.07,0.19,24.94,0.07,193.45,0.88,111.0,606.0,66.78,4.94,105.34,62.47,144.98,6.75,25.08,25.0,6,2.97,13.39,26.25,1163.93,7.15,8.52,5.0,63.91,Eagle Ford,Lower Eagle Ford,False,1,1.3020349117645171,-1.3394206979869627,
117,Public,3998,C04,B06,3,3998.25,,3988.25,0.46,0.74,1.16,10.17,0.23,1.03,0.2,23.01,0.06,188.55,0.94,111.0,509.76,57.32,4.71,88.93,54.58,97.56,8.22,25.72,25.0,6,2.75,8.9,25.98,1283.11,7.13,5.0,5.12,63.42,Eagle Ford,Lower Eagle Ford,False,1,0.85450899693208,-1.536793244255457,
118,Public,3998,C04,B06,5,3998.42,,3988.42,0.43,0.57,0.24,2.83,0.01,0.52,0.08,35.16,0.01,189.45,0.76,111.0,87.49,40.0,6.54,29.67,27.58,28.95,6.0,7.78,25.0,6,2.0,5.0,14.22,1164.45,5.0,5.0,5.0,11.87,Eagle Ford,Lower Eagle Ford,False,2,-4.695497779665236,-0.8001438877172331,
119,Public,3998,C04,B06,7,3998.58,,3988.58,0.39,0.56,0.34,3.66,0.06,0.35,0.08,34.84,0.02,197.88,0.7,111.0,164.6,40.0,6.54,18.07,24.23,21.7,6.0,15.82,25.0,6,2.06,5.0,15.94,1335.23,5.41,5.0,5.0,6.0,Eagle Ford,Lower Eagle Ford,False,2,-4.548852418010599,-1.1489487745228084,
120,Public,3998,C04,B06,9,3998.75,,3988.75,0.45,0.7,0.59,10.73,0.58,0.78,0.13,25.67,0.04,195.58,0.67,111.0,553.56,74.66,6.54,111.5,64.24,140.57,7.11,20.48,25.0,6,2.42,5.64,22.69,1202.51,5.0,5.0,5.73,89.95,Eagle Ford,Lower Eagle Ford,False,1,0.22711149072268533,-1.6676130482780303,
121,Public,3998,C04,B06,11,3998.92,,3988.92,0.49,0.4,0.94,9.04,0.74,0.81,0.2,25.79,0.05,174.83,0.8,111.0,689.79,54.54,6.26,122.89,66.7,162.61,8.96,25.79,25.0,6,2.96,5.0,45.29,1232.09,5.54,12.77,5.93,82.45,Eagle Ford,Lower Eagle Ford,False,1,2.1698577992646264,-3.076698157765296,
122,Public,3998,C04,B06,13,3999.08,,3989.08,0.49,0.47,0.73,8.06,0.05,0.75,0.13,26.02,0.04,185.58,0.72,111.0,499.23,44.41,5.27,110.36,62.28,140.98,6.0,23.12,25.0,6,2.61,5.0,30.48,1238.84,5.0,6.45,5.15,88.29,Eagle Ford,Lower Eagle Ford,False,1,-0.6940775292022082,-2.314973102440277,
123,Public,3998,C04,B06,15,3999.25,,3989.25,0.48,0.11,0.63,7.43,0.11,0.87,0.14,26.02,0.04,187.22,0.81,111.0,440.19,40.0,5.92,93.16,50.88,110.14,6.57,26.22,25.0,6,2.11,5.0,15.9,1234.29,5.0,5.0,5.0,65.43,Eagle Ford,Lower Eagle Ford,False,1,-1.4863422674027427,-1.514439391929571,
124,Public,3998,C04,B06,17,3999.42,,3989.42,0.43,0.68,1.58,7.31,0.33,1.1,0.22,29.04,0.1,180.54,0.9,632.46,666.46,40.0,3.79,64.06,42.95,65.54,6.0,23.06,25.0,6,2.22,5.0,22.31,1570.21,5.0,5.0,5.0,15.8,Eagle Ford,Lower Eagle Ford,False,1,0.24188998024952038,-2.511787096839741,
125,Public,3998,C04,B06,19,3999.58,,3989.58,0.46,0.44,0.88,8.67,0.16,0.97,0.14,26.76,0.04,172.91,0.87,111.0,534.74,49.38,4.07,118.09,61.93,130.48,6.0,31.9,25.0,6,2.53,6.78,22.88,1267.02,5.0,5.0,6.85,80.29,Eagle Ford,Lower Eagle Ford,False,1,0.33817883580837843,-2.4536843923612714,
126,Public,3998,C04,B06,21,3999.75,,3989.75,0.48,0.42,1.56,7.04,0.21,1.34,0.17,24.94,0.08,152.28,1.26,111.0,756.89,59.31,3.04,107.11,68.49,162.69,8.9,37.97,25.0,6,2.61,5.0,26.72,1309.41,8.8,20.5,6.32,63.22,Eagle Ford,Lower Eagle Ford,False,1,2.7230505203705886,-2.518694216357134,
127,Public,3998,C04,B06,23,3999.92,,3989.92,0.37,0.89,1.4,11.11,0.3,1.68,0.23,23.33,0.07,159.91,1.37,111.0,883.92,72.13,3.48,170.13,94.65,228.92,9.37,48.16,26.94,6,3.07,10.95,30.1,1095.34,6.52,24.82,5.05,119.43,Eagle Ford,Lower Eagle Ford,False,4,5.340099183999028,-3.7554397382502884,
128,Public,3998,C04,B06,25,4000.08,,3990.08,0.37,1.47,1.55,12.42,0.28,1.94,0.24,21.86,0.08,158.43,1.57,216.64,909.89,74.34,4.56,162.27,85.03,233.43,8.37,48.46,27.26,6,2.81,8.9,27.54,1058.65,5.0,27.87,6.81,105.6,Eagle Ford,Lower Eagle Ford,False,4,5.7312369218262935,-3.5763912490335374,
129,Public,3998,C04,B06,27,4000.25,,3990.25,0.39,0.72,0.26,3.62,0.003,0.91,0.08,34.66,0.02,176.65,0.72,111.0,115.74,40.0,6.89,24.06,24.44,39.66,6.0,13.27,25.0,6,2.07,5.0,14.83,1219.6,5.0,5.0,5.0,6.98,Eagle Ford,Lower Eagle Ford,False,2,-4.260224796252845,-1.2416647426311427,
130,Public,3998,C04,B06,29,4000.42,,3990.42,0.29,0.66,0.38,4.27,0.02,0.99,0.1,34.35,0.01,193.38,0.74,111.0,192.57,40.0,6.49,35.86,28.6,38.49,6.0,15.04,25.0,6,2.11,5.0,16.01,1131.75,5.1,5.0,5.0,12.62,Eagle Ford,Lower Eagle Ford,False,2,-4.00668483749718,-1.5357982025179264,
